time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342418332068,        0,        0,       0,        20,            1,horock3
1342418332269,        0,     1302,       0,        -8,            1,horock3
1342418332611,        0,     1302,       0,        -8,            1,horock3
1342418332811,        0,     1375,       0,       -10,            1,horock3
1342418333011,        0,     1468,       0,       -12,            1,horock3
1342418333211,        0,     1468,       0,       -12,            1,horock3
1342418333411,        0,     1468,       0,       -12,            1,horock3
1342418333612,        0,     1468,       0,       -12,            1,horock3
1342418333812,        0,     1468,       0,       -12,            1,horock3
1342418334012,        0,     1468,       0,       -12,            1,horock3
1342418334212,    32547,     1468,    7101,       -12,            1,horock3
1342418334412,    32547,     1468,    7101,       -12,            1,horock3
1342418334612,    32547,     1468,    7101,       -12,            1,horock3
1342418334813,    32547,     1468,    7101,       -12,            1,horock3
1342418335013,    32547,     1468,    7101,       -12,            1,horock3
1342418335214,    32547,     1468,    7101,       -12,            1,horock3
1342418335414,    32547,     1468,    7101,       -12,            1,horock3
1342418335637,    32547,     1468,    7101,       -12,            1,horock3
1342418335837,    32547,     1468,    7101,       -12,            1,horock3
1342418336037,    32547,     1468,    7101,       -12,            1,horock3
1342418336237,    32547,     1468,    7101,       -12,            1,horock3
1342418336437,    32547,     1468,    7101,       -12,            1,horock3
1342418336638,    32547,     1468,    7101,       -12,            1,horock3
1342418336838,    32547,     1468,    7101,       -12,            1,horock3
1342418337038,    32547,     1468,    7101,       -12,            1,horock3
1342418337248,    32547,     1468,    7101,       -12,            1,horock3
1342418337448,    32547,     1468,    7101,       -12,            1,horock3
1342418337648,    32547,     1468,    7101,       -12,            1,horock3
1342418337848,    32547,     1468,    7101,       -12,            1,horock3
1342418338049,    32547,     1468,    7101,       -12,            1,horock3
1342418338249,    32547,     1468,    7101,       -12,            1,horock3
1342418338449,    32547,     1468,    7101,       -12,            1,horock3
1342418338649,    32547,     1468,    7101,       -12,            1,horock3
1342418338849,    32547,     1468,    7101,       -12,            1,horock3
1342418339049,    32547,     1468,    7101,       -12,            1,horock3
1342418339250,    32547,     1468,    7101,       -12,            1,horock3
1342418339450,    32547,     1468,    7101,       -12,            1,horock3
1342418339650,    32547,     1468,    7101,       -12,            1,horock3
1342418339850,    32547,     1468,    7101,       -12,            1,horock3
1342418340050,    32547,     1468,    7101,       -12,            1,horock3
1342418340250,    32547,     1468,    7101,       -12,            1,horock3
1342418340450,    32547,     1468,    7101,       -12,            1,horock3
1342418340651,    32547,     1468,    7101,       -12,            1,horock3
1342418340851,    32547,     1468,    7101,       -12,            1,horock3
1342418341051,    32547,     1468,    7101,       -12,            1,horock3
1342418341251,    32547,     1468,    7101,       -12,            1,horock3
1342418341451,    32547,     1468,    7101,       -12,            1,horock3
1342418341651,    32547,     1468,    7101,       -12,            1,horock3
1342418341852,    32547,     1468,    7101,       -12,            1,horock3
1342418342052,    32547,     1468,    7101,       -12,            1,horock3
1342418342252,    32547,     1468,    7101,       -12,            1,horock3
1342418342452,    32547,     1468,    7101,       -12,            1,horock3
