time         ,iter.    ,bestScore,live    ,dead
1342293929435,        0,        0,       1,      -1
1342293929635,    25000,      270,    1460,    3886
1342293929843,    66846,      270,    3298,   10102
1342293931292,   117561,      275,    5819,   17435
1342293931511,   160244,      275,    7644,   23503
1342293931744,   204038,      275,    8816,   30427
1342293933017,   246008,      275,   10050,   36686
1342293934312,   284948,      275,   11467,   42140
1342293935605,   321802,      275,   12655,   47214
1342293937010,   355428,      275,   13486,   52342
1342293938338,   392620,      275,   13968,   58025
1342293939665,   423785,      275,   14154,   61972
1342293939865,   423785,      275,   14154,   61972
