time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358863343,        0,        0,       1,      -1,        28,            1,map8
1342358863543,     2823,      564,     746,     -52,         1,            0,map8
1342358863743,     8947,      572,    1717,    -150,         1,            0,map8
1342358863944,    18716,      572,    3246,    -641,         1,            0,map8
1342358864144,    34762,      572,    5918,   -1905,         1,            0,map8
1342358864344,    42064,      577,    6936,   -2378,         0,            0,map8
1342358864544,    58282,      585,   10141,   -3480,         0,            0,map8
1342358864744,    86647,      585,   14309,   -5342,         0,            0,map8
1342358864944,   114609,      585,   18663,   -7319,         0,            0,map8
1342358865149,   149190,      585,   23669,   -9105,         0,            0,map8
1342358865349,   180766,      585,   27981,  -12029,         0,            0,map8
1342358865549,   186281,      585,   28580,  -11193,         0,            0,map8
1342358865750,   191130,      585,   29254,  -10495,         0,            0,map8
1342358865950,   196846,      585,   29516,   -9397,         0,            0,map8
1342358866150,   203476,      585,   29830,   -8337,         0,            0,map8
1342358866350,   210052,      585,   30081,   -7317,         0,            0,map8
1342358866550,   216465,      585,   30438,   -6443,         0,            0,map8
1342358866750,   222679,      585,   30615,   -5427,         0,            0,map8
1342358866950,   229587,      585,   30819,   -4335,         0,            0,map8
1342358867151,   237033,      585,   30875,   -3074,         0,            0,map8
1342358867351,   244113,      585,   30993,   -1661,         0,            0,map8
1342358867551,   250262,      585,   31388,    -664,         0,            0,map8
1342358867751,   252017,      585,   31516,    -441,         0,            0,map8
1342358867951,   259059,      585,   31706,     782,         0,            0,map8
1342358868151,   265827,      585,   31967,    1918,         0,            0,map8
1342358868351,   273037,      585,   32103,    3243,         0,            0,map8
1342358868552,   280076,      585,   32322,    4326,         0,            0,map8
1342358868752,   287044,      585,   32483,    5313,         0,            0,map8
1342358868952,   294656,      585,   32457,    6768,         0,            0,map8
1342358869152,   302063,      585,   32531,    7996,         0,            0,map8
1342358869352,   309442,      585,   32552,    9310,         0,            0,map8
1342358869552,   316682,      585,   32651,   10373,         0,            0,map8
1342358869752,   323816,      585,   32600,   11470,         0,            0,map8
1342358869952,   330828,      585,   32756,   12491,         0,            0,map8
1342358870153,   337943,      585,   32939,   13377,         0,            0,map8
1342358870353,   344577,      585,   33181,   14263,         0,            0,map8
1342358870553,   350713,      585,   33495,   14920,         0,            0,map8
1342358870753,   356909,      585,   33900,   15518,         0,            0,map8
1342358870953,   363722,      585,   34096,   16521,         0,            0,map8
1342358871153,   371020,      585,   34163,   17879,         0,            0,map8
1342358871353,   377779,      585,   34397,   18952,         0,            0,map8
1342358871554,   384424,      585,   34468,   19921,         0,            0,map8
1342358871754,   391724,      585,   34568,   20851,         0,            0,map8
1342358871954,   398755,      585,   34753,   21799,         0,            0,map8
1342358872154,   405839,      585,   34915,   22719,         0,            0,map8
1342358872354,   413272,      585,   34900,   23725,         0,            0,map8
1342358872554,   420026,      585,   34940,   24475,         0,            0,map8
1342358872754,   427128,      585,   35090,   25262,         0,            0,map8
1342358872954,   434139,      585,   35330,   26170,         0,            0,map8
1342358873155,   441392,      585,   35456,   27256,         0,            0,map8
1342358873355,   448590,      585,   35410,   28301,         0,            0,map8
