time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342360260042,        0,        0,       0,       0,         4,            1,map3
1342360260330,    33424,      275,    2659,    9800,         0,            1,map3
1342360260530,    78460,      275,    5302,   22980,         0,            1,map3
1342360260954,   105957,      275,    6313,   30945,         0,            1,map3
1342360261154,   155533,      275,    8728,   44094,         0,            1,map3
1342360261355,   192235,      275,    9448,   54018,         0,            1,map3
1342360261555,   248331,      275,   10970,   67216,         0,            1,map3
1342360261755,   277523,      275,   11102,   74821,         0,            1,map3
1342360261955,   332945,      275,   11107,   88933,         0,            1,map3
1342360262156,   350510,      275,   12111,   92313,         0,            1,map3
1342360262356,   400256,      275,   13883,  103344,         0,            1,map3
1342360263009,   425815,      275,   14776,  108667,         0,            1,map3
1342360263209,   434457,      275,   15254,  110315,         0,            1,map3
