time         ,iter.    ,bestScore,live    ,dead
1342355595546,        0,        0,       0,       0
1342355595746,    29253,      266,     628,    3395
1342355595946,    69690,      266,     478,    7449
1342355596146,   113838,      266,    1131,   11520
1342355596346,   166161,      266,    4906,   15035
1342355596792,   219153,      266,    7003,   19027
1342355596992,   275409,      266,    8517,   22468
1342355597194,   331024,      266,    9468,   27801
1342355597395,   372003,      266,   10845,   30352
1342355597595,   426484,      266,   12766,   33491
1342355597795,   456348,      266,   13466,   36442
1342355597995,   513138,      266,   14404,   41654
1342355598548,   550889,      266,   14841,   45503
1342355598748,   606956,      266,   15346,   51018
1342355598971,   649537,      266,   16744,   51998
1342355599171,   704148,      266,   17886,   54650
1342355599508,   749907,      266,   18484,   57897
1342355599708,   806786,      266,   18612,   62394
1342355600001,   852086,      266,   18990,   64389
1342355600201,   859646,      266,   18943,   64837
1342355600401,   913381,      266,   19456,   68719
1342355601394,   950060,      266,   19899,   71813
1342355601594,   995770,      266,   21226,   74967
1342355601794,  1048320,      266,   21888,   77352
1342355601994,  1081321,      266,   21871,   79274
1342355602194,  1130230,      266,   22148,   83979
1342355602464,  1145742,      266,   22218,   85524
1342355602664,  1190416,      266,   22784,   87246
1342355602864,  1240647,      266,   23231,   91145
1342355603165,  1247366,      266,   23282,   91521
1342355603366,  1303056,      266,   23625,   94465
1342355603908,  1342303,      266,   23763,   96078
1342355604109,  1395434,      266,   24145,   99713
1342355605091,  1439004,      266,   24350,  102861
1342355605291,  1494084,      266,   24674,  105890
1342355605502,  1535475,      266,   25318,  108754
1342355605702,  1590000,      266,   26105,  111274
1342355605948,  1632721,      266,   26482,  112662
1342355606148,  1687603,      266,   27514,  113803
1342355606419,  1731028,      266,   27925,  116054
1342355606619,  1787948,      266,   28748,  118420
1342355606919,  1830975,      266,   29467,  120177
1342355607119,  1890276,      266,   30064,  121867
1342355607411,  1938108,      266,   30846,  123320
1342355607611,  1994091,      266,   31733,  125584
1342355607878,  2041149,      266,   31743,  128361
1342355608078,  2097475,      266,   31275,  131616
1342355609213,  2144314,      266,   31251,  134561
1342355609413,  2199394,      266,   31212,  137089
1342355609639,  2247303,      266,   31672,  138614
1342355609839,  2294904,      266,   31844,  140422
1342355610039,  2346703,      266,   32117,  142910
1342355610239,  2378284,      266,   32728,  145000
1342355610439,  2431810,      266,   33021,  147197
1342355610717,  2461269,      266,   32780,  149522
