time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388907321,       12,      181,     273,    -273,         0,            1,map2
1342388907521,       20,      273,    9121,   -9121,         0,            1,map2
1342388907721,       22,      274,   13613,  -13613,         0,            1,map2
1342388907921,       23,      275,   14245,  -14245,         0,            1,map2
1342388908121,       25,      278,   15352,  -15352,         0,            1,map2
1342388908321,       27,      279,   14859,  -14859,         0,            1,map2
1342388908524,       29,      279,   14663,  -14663,         0,            1,map2
1342388908732,       30,      279,   14641,  -14641,         0,            1,map2
1342388908932,       32,      279,   14817,  -14817,         0,            1,map2
1342388909133,       34,      279,   14874,  -14874,         0,            1,map2
1342388909333,       36,      279,   14625,  -14625,         0,            1,map2
1342388909533,       37,      279,   14630,  -14630,         0,            1,map2
1342388909733,       39,      279,   14288,  -14287,         0,            1,map2
1342388909933,       41,      279,   14106,  -14106,         0,            1,map2
1342388910133,       43,      279,   13754,  -13754,         0,            1,map2
1342388910334,       45,      279,   13331,  -13331,         0,            1,map2
