time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388865059,        4,      190,       6,      -6,         8,            1,beard1
1342388865259,       10,      473,     233,    -233,         2,            1,beard1
1342388865472,       12,      571,     810,    -810,         0,            1,beard1
1342388865672,       13,      571,    1530,   -1530,         0,            1,beard1
1342388865872,       13,      571,    1530,   -1530,         0,            1,beard1
1342388866072,       14,      849,    2833,   -2833,         0,            1,beard1
1342388866273,       14,      849,    2833,   -2833,         0,            1,beard1
1342388866473,       15,      851,    5293,   -5293,         0,            1,beard1
1342388866673,       15,      851,    5293,   -5293,         0,            1,beard1
1342388866873,       15,      851,    5217,   -5217,         0,            1,beard1
1342388867073,       16,      851,    9638,   -9638,         0,            1,beard1
1342388867273,       16,      851,    9638,   -9638,         0,            1,beard1
1342388867473,       17,      851,   13531,  -13531,         0,            1,beard1
1342388867673,       17,      851,   13531,  -13531,         0,            1,beard1
1342388867873,       18,      857,   17314,  -17314,         0,            1,beard1
1342388868074,       18,      857,   15808,  -15808,         0,            1,beard1
