time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388920321,        8,      359,      64,     -64,         9,            1,map6
1342388920607,       17,      741,   14339,  -14339,         1,            1,map6
1342388920807,       19,      741,   17627,  -17627,         1,            1,map6
1342388921008,       20,      741,   18947,  -18947,         1,            1,map6
1342388921208,       21,      741,   18686,  -18686,         1,            1,map6
1342388921426,       22,      741,   18897,  -18897,         1,            1,map6
1342388921629,       23,      741,   18699,  -18699,         1,            1,map6
1342388921967,       24,      741,   18669,  -18669,         1,            1,map6
1342388922167,       25,      741,   18491,  -18491,         1,            1,map6
1342388922367,       26,      741,   18069,  -18069,         1,            1,map6
1342388922608,       26,      741,   17986,  -17986,         1,            1,map6
1342388922808,       27,      741,   17979,  -17979,         1,            1,map6
1342388923009,       28,      741,   17491,  -17491,         1,            1,map6
1342388923209,       29,      741,   17066,  -17066,         1,            1,map6
1342388923409,       29,      741,   16957,  -16957,         1,            1,map6
