time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388936798,        4,      183,       8,      -8,        72,            1,trampoline3
1342388936998,       13,      945,    1564,   -1564,        56,            1,trampoline3
1342388937198,       15,      945,    4714,   -4714,        56,            1,trampoline3
1342388937398,       16,      945,    8185,   -8185,        56,            1,trampoline3
1342388937598,       16,      945,    8185,   -8185,        56,            1,trampoline3
1342388937798,       17,      945,   11904,  -11904,        56,            1,trampoline3
1342388938167,       17,      945,   11904,  -11904,        56,            1,trampoline3
1342388938367,       18,      945,   15210,  -15210,        56,            1,trampoline3
1342388938567,       18,      946,   15210,  -15210,        56,            1,trampoline3
1342388938768,       18,      946,   15210,  -15210,        56,            1,trampoline3
1342388938968,       19,      946,   17720,  -17720,        56,            1,trampoline3
1342388939168,       19,      946,   17720,  -17720,        56,            1,trampoline3
1342388939368,       19,      946,   17720,  -17720,        56,            1,trampoline3
1342388939568,       19,      946,   17720,  -17720,        56,            1,trampoline3
1342388939768,       20,      946,   15296,  -15296,        56,            1,trampoline3
1342388939969,       20,      946,   15296,  -15296,        56,            1,trampoline3
1342388940169,       20,      967,   15296,  -15296,        55,            1,trampoline3
1342388940369,       20,      967,   16367,  -16367,        55,            1,trampoline3
