time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358893743,        0,        0,       0,       0,         4,            1,map3
1342358893943,    30735,      275,    2471,    9096,         0,            1,map3
1342358894143,    62327,      275,    3574,   18416,         0,            1,map3
1342358894343,   104866,      275,    4277,   30665,         0,            1,map3
1342358894543,   141153,      275,    6361,   39859,         0,            1,map3
1342358894743,   167155,      275,    7707,   46034,         0,            1,map3
1342358894944,   207632,      275,    9296,   55591,         0,            1,map3
1342358895195,   247660,      275,   10648,   64756,         0,            1,map3
1342358895395,   289269,      275,   12116,   74483,         0,            1,map3
1342358895595,   327907,      275,   13667,   82146,         0,            1,map3
1342358895795,   353495,      275,   13923,   88249,         0,            1,map3
1342358895995,   400504,      275,   14456,   98145,         0,            1,map3
1342358896252,   439846,      275,   15386,  105398,         0,            1,map3
1342358896452,   480927,      275,   16674,  113092,         0,            1,map3
1342358896652,   521143,      275,   18234,  120434,         0,            1,map3
1342358897073,   525566,      275,   18308,  121397,         0,            1,map3
1342358897273,   569722,      275,   19227,  129647,         0,            1,map3
1342358897473,   605948,      275,   19702,  137493,         0,            1,map3
1342358897673,   646865,      275,   20377,  145377,         0,            1,map3
1342358897885,   686194,      275,   20896,  152915,         0,            1,map3
1342358898085,   729248,      275,   21908,  160176,         0,            1,map3
1342358898304,   768026,      275,   22016,  168624,         0,            1,map3
1342358898504,   805760,      275,   22542,  175411,         0,            1,map3
1342358898766,   844850,      275,   23667,  181752,         0,            1,map3
1342358898966,   884585,      275,   24962,  187908,         0,            1,map3
1342358899198,   924077,      275,   25852,  194893,         0,            1,map3
1342358899398,   965546,      275,   27123,  201057,         0,            1,map3
1342358900151,  1008281,      275,   27513,  208743,         0,            1,map3
1342358900351,  1050782,      275,   27943,  216160,         0,            1,map3
1342358900551,  1095484,      275,   27971,  224109,         0,            1,map3
1342358900752,  1132697,      275,   28008,  231226,         0,            1,map3
1342358900952,  1175486,      275,   28548,  238029,         0,            1,map3
1342358901152,  1211610,      275,   29128,  242481,         0,            1,map3
1342358901352,  1259714,      275,   29306,  250325,         0,            1,map3
1342358901552,  1291899,      275,   29159,  255690,         0,            1,map3
1342358901752,  1336855,      275,   29312,  264348,         0,            1,map3
1342358901953,  1372346,      275,   29310,  272366,         0,            1,map3
1342358902153,  1418733,      275,   29579,  279741,         0,            1,map3
1342358902353,  1462462,      275,   29822,  287666,         0,            1,map3
1342358902553,  1492240,      275,   30742,  292450,         0,            1,map3
1342358902753,  1531755,      275,   31722,  299133,         0,            1,map3
1342358902953,  1563945,      275,   32192,  305224,         0,            1,map3
1342358903154,  1609376,      275,   32176,  314320,         0,            1,map3
1342358904169,  1647451,      275,   32214,  322224,         0,            1,map3
1342358904369,  1647451,      275,   32214,  322224,         0,            1,map3
