time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342352830319,     1673,      575,     240,     583,         0,            1,map4
1342352830583,     8473,      575,    1321,    2717,         0,            1,map4
1342352830824,    22076,      575,    3194,    6984,         0,            1,map4
1342352831061,    39438,      575,    5221,   11853,         0,            1,map4
1342352831510,    54846,      575,    6954,   15700,         0,            1,map4
1342352831748,    60549,      575,    7582,   17060,         0,            1,map4
1342352831999,    72582,      575,    9035,   20309,         0,            1,map4
1342352832262,    82008,      575,   10046,   22789,         0,            1,map4
1342352832505,    95276,      575,   11228,   26528,         0,            1,map4
1342352832899,   104546,      575,   12264,   28884,         0,            1,map4
1342352833135,   117827,      575,   13458,   32095,         0,            1,map4
1342352833381,   134174,      575,   14542,   36410,         0,            1,map4
1342352833613,   143625,      575,   15565,   38521,         0,            1,map4
1342352833982,   154064,      575,   16238,   41159,         0,            1,map4
1342352834196,   170000,      575,   17821,   44808,         0,            1,map4
1342352834404,   187192,      575,   19013,   49084,         0,            1,map4
1342352834615,   203677,      575,   20431,   53176,         0,            1,map4
1342352834851,   206684,      575,   20666,   53808,         0,            1,map4
1342352835060,   221225,      575,   21343,   57438,         0,            1,map4
1342352835301,   238720,      575,   22424,   61842,         0,            1,map4
1342352835539,   251819,      575,   23364,   65206,         0,            1,map4
1342352836397,   261606,      575,   24020,   67654,         0,            1,map4
1342352836605,   276408,      575,   24785,   72128,         0,            1,map4
1342352836849,   292887,      575,   26043,   75472,         0,            1,map4
1342352837063,   310161,      575,   27206,   79876,         0,            1,map4
1342352837283,   317381,      575,   27605,   81957,         0,            1,map4
1342352837511,   338201,      575,   28992,   87409,         0,            1,map4
1342352837743,   355709,      575,   30439,   91131,         0,            1,map4
1342352838055,   370176,      575,   31446,   94548,         0,            1,map4
1342352838294,   392052,      575,   32718,   99906,         0,            1,map4
1342352838570,   412424,      575,   34506,  104398,         0,            1,map4
1342352838909,   426689,      575,   35520,  107555,         0,            1,map4
1342352839143,   448857,      575,   36914,  113000,         0,            1,map4
1342352839348,   466076,      575,   38204,  117386,         0,            1,map4
1342352839736,   482864,      575,   39538,  121483,         0,            1,map4
1342352839968,   504868,      575,   40653,  127241,         0,            1,map4
1342352840195,   526266,      575,   41789,  133459,         0,            1,map4
1342352840473,   537723,      575,   42182,  136721,         0,            1,map4
1342352840734,   559667,      575,   43398,  142860,         0,            1,map4
1342352840964,   580184,      575,   44760,  147442,         0,            1,map4
1342352841297,   595000,      575,   45392,  151049,         0,            1,map4
1342352841546,   604413,      575,   45758,  153793,         0,            1,map4
1342352841846,   622465,      575,   46776,  158268,         0,            1,map4
1342352842048,   639897,      575,   47998,  162575,         0,            1,map4
1342352842373,   650882,      575,   48592,  165194,         0,            1,map4
1342352842590,   670184,      575,   49382,  170572,         0,            1,map4
1342352842805,   688077,      575,   50246,  174989,         0,            1,map4
1342352843047,   695098,      575,   50567,  176703,         0,            1,map4
1342352843390,   709678,      575,   51224,  180138,         0,            1,map4
1342352843622,   726091,      575,   52333,  183993,         0,            1,map4
1342352843836,   745000,      575,   53162,  189447,         0,            1,map4
1342352844040,   759285,      575,   54061,  193049,         0,            1,map4
1342352844269,   762259,      575,   54265,  193794,         0,            1,map4
1342352844480,   780233,      575,   55274,  197935,         0,            1,map4
1342352844695,   795019,      575,   55807,  201442,         0,            1,map4
1342352844904,   813535,      575,   56632,  206291,         0,            1,map4
1342352845154,   820992,      575,   56959,  208229,         0,            1,map4
1342352845354,   830000,      575,   57345,  210720,         0,            1,map4
