time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable
1342352028589,      843,      508,     404,     -14,         3,            0,
1342352028829,     6779,      555,    1820,     -56,         0,            0,
1342352029060,    11799,      555,    3291,    -213,         0,            0,
1342352029333,    17034,      555,    5419,    -528,         0,            0,
1342352029567,    25334,      555,    7162,    -717,         0,            0,
1342352029845,    30497,      555,    8182,    -786,         0,            0,
1342352030051,    36007,      555,    9429,    -848,         0,            0,
1342352030413,    39748,      555,   10255,    -970,         0,            0,
1342352030677,    44799,      555,   11504,   -1067,         0,            0,
1342352030892,    46638,      555,   12037,   -1137,         0,            0,
1342352031250,    50390,      557,   12883,   -1202,         0,            0,
1342352031525,    58551,      557,   14266,   -1351,         0,            0,
1342352031752,    65438,      557,   15030,   -1287,         0,            0,
1342352031999,    71466,      557,   16495,   -1640,         0,            0,
1342352032227,    76315,      557,   17785,   -1701,         0,            0,
1342352032504,    85942,      557,   18914,   -1675,         0,            0,
1342352032797,    91333,      557,   19594,   -1587,         0,            0,
1342352033061,    96269,      557,   20318,   -1667,         0,            0,
1342352033268,   102109,      557,   21934,   -1843,         0,            0,
1342352033473,   108563,      557,   23020,   -1947,         0,            0,
1342352033715,   114870,      557,   24444,   -2212,         0,            0,
1342352033955,   123021,      563,   26451,   -2630,         0,            0,
1342352034312,   125388,      563,   26690,   -2605,         0,            0,
1342352034549,   130417,      563,   28057,   -2913,         0,            0,
1342352034792,   137217,      563,   29395,   -3109,         0,            0,
1342352035003,   143792,      563,   31189,   -3573,         0,            0,
1342352035210,   147733,      563,   32497,   -3739,         0,            0,
1342352035444,   153519,      563,   33422,   -3709,         0,            0,
1342352035652,   160498,      563,   34594,   -3628,         0,            0,
1342352035886,   169105,      563,   36127,   -3832,         0,            0,
1342352036093,   177521,      563,   37507,   -4054,         0,            0,
1342352036298,   183084,      563,   38737,   -4232,         0,            0,
1342352036523,   188377,      563,   40241,   -4596,         0,            0,
1342352036738,   194928,      563,   41295,   -4822,         0,            0,
1342352036973,   204603,      563,   43060,   -4961,         0,            0,
1342352037198,   210782,      563,   44313,   -5001,         0,            0,
1342352037418,   217555,      563,   46186,   -5348,         0,            0,
1342352037637,   225454,      563,   47429,   -5490,         0,            0,
1342352037892,   231098,      563,   48583,   -5700,         0,            0,
1342352038109,   235993,      563,   49665,   -5833,         0,            0,
1342352038318,   241695,      563,   51607,   -6362,         0,            0,
1342352038529,   249776,      563,   52297,   -6278,         0,            0,
1342352038752,   257577,      563,   53859,   -6476,         0,            0,
1342352038976,   264944,      563,   55015,   -6611,         0,            0,
1342352039197,   273563,      563,   56415,   -6843,         0,            0,
1342352039433,   279224,      563,   57663,   -7085,         0,            0,
1342352039707,   287014,      563,   59281,   -7328,         0,            0,
1342352039925,   292886,      563,   60481,   -7506,         0,            0,
1342352040131,   302187,      563,   61545,   -7675,         0,            0,
1342352040366,   307299,      563,   62876,   -7885,         0,            0,
1342352040647,   313207,      563,   63914,   -8000,         0,            0,
1342352040861,   316418,      563,   64896,   -8237,         0,            0,
1342352041073,   321002,      563,   66029,   -8457,         0,            0,
1342352041298,   329825,      563,   67367,   -8520,         0,            0,
1342352041514,   333435,      563,   68735,   -8942,         0,            0,
1342352041749,   339344,      563,   69763,   -9119,         0,            0,
1342352041984,   342219,      563,   69892,   -8772,         0,            0,
1342352042217,   344873,      563,   69891,   -7878,         0,            0,
1342352042435,   346871,      563,   69892,   -7217,         0,            0,
1342352042636,   349965,      563,   69987,   -6407,         0,            0,
1342352042862,   352711,      563,   69964,   -5505,         0,            0,
1342352043088,   356511,      563,   70022,   -4296,         0,            0,
1342352043325,   359883,      563,   70021,   -3278,         0,            0,
1342352043555,   363489,      563,   70066,   -2277,         0,            0,
