time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388910393,        0,        0,       1,      -1,         4,            1,map3
1342388910593,       17,      275,   10953,  -10953,         0,            1,map3
1342388910823,       18,      275,   13230,  -13230,         0,            1,map3
1342388911029,       20,      275,   15748,  -15748,         0,            1,map3
1342388911229,       22,      275,   15840,  -15840,         0,            1,map3
1342388911429,       24,      275,   14921,  -14921,         0,            1,map3
1342388911629,       26,      275,   14069,  -14069,         0,            1,map3
1342388911830,       29,      275,   12720,  -12720,         0,            1,map3
1342388912030,       32,      275,   11188,  -11187,         0,            1,map3
1342388912235,       36,      275,    9692,   -9692,         0,            1,map3
1342388912435,       40,      275,    9116,   -9116,         0,            1,map3
1342388912637,       43,      275,    6676,   -6676,         0,            1,map3
1342388912846,       45,      275,    9516,   -9516,         0,            1,map3
1342388913046,       47,      275,   11060,  -11060,         0,            1,map3
1342388913246,       48,      275,   11884,  -11884,         0,            1,map3
1342388913446,       49,      275,   12420,  -12420,         0,            1,map3
1342388913646,       49,      275,   12866,  -12866,         0,            1,map3
