time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable
1342351710625,        0,        0,       0,       0,        17,            1,
1342351710858,     6886,      337,     897,     498,         1,            1,
1342351711088,    14111,      337,     937,    1916,         1,            1,
1342351711326,    21345,      337,     931,    3504,         1,            1,
1342351711569,    30795,      337,     946,    5250,         1,            1,
1342351711817,    34502,      337,     979,    5700,         1,            1,
1342351712107,    40100,      337,    1011,    6152,         1,            1,
1342351712484,    43655,      337,    1107,    6370,         1,            1,
1342351712775,    47476,      337,    1160,    6774,         1,            1,
1342351713055,    55390,      337,    1145,    7322,         1,            1,
1342351713289,    59212,      337,    1220,    7671,         1,            1,
1342351713506,    68216,      337,    1699,    8928,         1,            1,
1342351713907,    76095,      337,    1722,    9548,         1,            1,
1342351714110,    83786,      337,    1701,   10536,         1,            1,
1342351714339,    93119,      337,    1727,   11182,         1,            1,
1342351714610,    99018,      337,    1709,   11744,         1,            1,
1342351714897,   105145,      337,    1714,   12798,         1,            1,
1342351715137,   111065,      337,    1716,   13195,         1,            1,
1342351715395,   120588,      337,    1726,   14236,         1,            1,
1342351715698,   126295,      337,    1741,   14905,         1,            1,
1342351715930,   133961,      337,    1746,   15330,         1,            1,
1342351716155,   143288,      337,    1826,   16356,         1,            1,
1342351716394,   152670,      337,    1906,   17243,         1,            1,
1342351716624,   165070,      337,    1757,   18671,         1,            1,
1342351716857,   174752,      337,    1748,   19333,         1,            1,
1342351717085,   186091,      337,    1768,   21345,         1,            1,
1342351717321,   195293,      337,    1911,   22872,         1,            1,
1342351717540,   202908,      337,    1882,   23294,         1,            1,
1342351717767,   214691,      337,    1900,   24500,         1,            1,
1342351717999,   226670,      337,    1827,   25335,         1,            1,
1342351718214,   234218,      337,    1854,   25740,         1,            1,
1342351718451,   243972,      337,    1857,   26417,         1,            1,
1342351718673,   254330,      337,    1747,   27423,         1,            1,
1342351718911,   263945,      337,    1942,   28666,         1,            1,
1342351719141,   276865,      337,    2029,   29426,         1,            1,
1342351719374,   287090,      337,    2220,   29746,         1,            1,
1342351719636,   295898,      337,    3033,   29688,         1,            1,
1342351719851,   304387,      337,    3419,   30606,         1,            1,
1342351720182,   313883,      337,    3503,   31154,         1,            1,
1342351720500,   321250,      337,    3602,   31303,         1,            1,
1342351720839,   325029,      337,    3658,   31263,         1,            1,
1342351721217,   328992,      337,    3606,   31342,         1,            1,
1342351721478,   332851,      337,    3670,   31354,         1,            1,
1342351721771,   339207,      337,    3628,   31522,         1,            1,
1342351722150,   342977,      337,    3651,   31937,         1,            1,
1342351722602,   348548,      337,    3727,   32179,         1,            1,
1342351722828,   356151,      337,    3756,   32343,         1,            1,
1342351723087,   366156,      337,    3681,   32763,         1,            1,
1342351723318,   376151,      337,    4640,   32660,         1,            1,
1342351723527,   382748,      337,    5013,   32644,         1,            1,
1342351723740,   390197,      337,    5356,   32601,         1,            1,
1342351723962,   397887,      337,    6654,   31736,         1,            1,
1342351724177,   405571,      337,    7060,   31880,         1,            1,
1342351724497,   416170,      337,    8499,   30664,         1,            1,
1342351724748,   425262,      337,   10277,   29004,         1,            1,
1342351724976,   434729,      337,   12283,   27055,         1,            1,
1342351725180,   442308,      337,   13756,   25644,         1,            1,
1342351725415,   449992,      337,   15477,   23960,         1,            1,
1342351725630,   459340,      337,   17130,   22377,         1,            1,
