time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388926742,        0,        0,       0,       0,        28,            1,map8
1342388926942,       14,      653,    4200,   -4200,        14,            0,map8
1342388927142,       16,      751,   12347,  -12347,        12,            0,map8
1342388927342,       16,      751,   12347,  -12347,        12,            0,map8
1342388927810,       17,      800,   15480,  -15480,        11,            0,map8
1342388928010,       17,      800,   15480,  -15480,        11,            0,map8
1342388928211,       18,      847,   18097,  -18097,        10,            0,map8
1342388928411,       18,      847,   18097,  -18097,        10,            0,map8
1342388928611,       18,      847,   17742,  -17742,        10,            0,map8
1342388928811,       19,      847,   16157,  -16157,        10,            0,map8
1342388929011,       19,      847,   16157,  -16157,        10,            0,map8
1342388929211,       20,      847,   16756,  -16756,        10,            0,map8
1342388929411,       20,      847,   16756,  -16756,        10,            0,map8
1342388929666,       21,      847,   16217,  -16217,        10,            0,map8
1342388929866,       21,      847,   16217,  -16217,        10,            0,map8
1342388930066,       21,      847,   16123,  -16123,        10,            0,map8
