time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388888201,        0,        0,       1,      -1,        23,            1,flood4
1342388888401,       16,      653,    3423,   -3423,         8,            1,flood4
1342388888601,       17,      653,    5825,   -5825,         8,            1,flood4
1342388888801,       18,      653,    9823,   -9823,         8,            1,flood4
1342388889001,       19,      655,   12855,  -12855,         8,            1,flood4
1342388889350,       19,      655,   12855,  -12855,         8,            1,flood4
1342388889550,       19,      655,   12855,  -12855,         8,            1,flood4
1342388889750,       20,      668,   16348,  -16348,         8,            1,flood4
1342388889961,       20,      668,   16348,  -16348,         8,            1,flood4
1342388890162,       20,      694,   16348,  -16348,         7,            1,flood4
1342388890362,       21,      694,   17764,  -17764,         7,            1,flood4
1342388890562,       21,      743,   17764,  -17764,         6,            1,flood4
1342388890762,       21,      743,   17764,  -17764,         6,            1,flood4
1342388890962,       22,      743,   15301,  -15301,         6,            1,flood4
1342388891163,       22,      792,   15301,  -15301,         5,            1,flood4
1342388891495,       22,      792,   15301,  -15301,         5,            1,flood4
1342388891695,       22,      792,   15160,  -15160,         5,            1,flood4
