time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358904379,      121,       68,      25,      16,         1,            1,map2
1342358904579,    65000,      262,     300,    5052,         0,            1,map2
1342358904780,   129396,      262,    1012,    6465,         0,            1,map2
1342358904980,   194560,      262,    2748,    9961,         0,            1,map2
1342358905180,   260000,      262,    4502,   14378,         0,            1,map2
1342358905386,   316560,      262,    6829,   17784,         0,            1,map2
1342358905586,   380045,      262,    8683,   21275,         0,            1,map2
1342358905786,   446570,      262,   10894,   24627,         0,            1,map2
1342358905986,   496984,      262,   11668,   28662,         0,            1,map2
1342358906186,   560249,      262,   14303,   31712,         0,            1,map2
1342358906386,   622619,      262,   15395,   35748,         0,            1,map2
1342358906586,   668736,      262,   16365,   39569,         0,            1,map2
1342358906787,   735000,      262,   16743,   43631,         0,            1,map2
1342358907029,   787080,      262,   17566,   47202,         0,            1,map2
1342358907229,   850573,      262,   18689,   50196,         0,            1,map2
1342358907430,   917913,      262,   20538,   53655,         0,            1,map2
1342358907630,   961742,      262,   20720,   55561,         0,            1,map2
1342358907830,  1031049,      262,   21715,   58034,         0,            1,map2
1342358908090,  1090114,      262,   22466,   60453,         0,            1,map2
1342358908290,  1154896,      262,   23161,   62775,         0,            1,map2
1342358908490,  1215708,      262,   24637,   65748,         0,            1,map2
1342358908690,  1252041,      262,   25043,   68235,         0,            1,map2
1342358908891,  1314638,      262,   25572,   71458,         0,            1,map2
1342358909091,  1352022,      262,   26019,   73478,         0,            1,map2
1342358909291,  1408979,      262,   26880,   76130,         0,            1,map2
1342358909924,  1472266,      262,   28236,   78198,         0,            1,map2
1342358910125,  1538038,      262,   28540,   80958,         0,            1,map2
1342358910325,  1600671,      262,   28718,   84703,         0,            1,map2
1342358910525,  1652666,      262,   29090,   88365,         0,            1,map2
1342358910725,  1714406,      262,   29287,   91895,         0,            1,map2
1342358910925,  1762226,      262,   29598,   95262,         0,            1,map2
1342358911126,  1822361,      262,   30770,   97800,         0,            1,map2
1342358911326,  1868624,      262,   31440,  101004,         0,            1,map2
1342358911526,  1927800,      262,   32172,  105290,         0,            1,map2
1342358911772,  1989125,      262,   33176,  108402,         0,            1,map2
1342358911972,  2052028,      262,   34031,  110545,         0,            1,map2
1342358912172,  2114760,      262,   34526,  112089,         0,            1,map2
1342358912372,  2163079,      262,   35126,  114468,         0,            1,map2
1342358912572,  2224347,      262,   35699,  116719,         0,            1,map2
1342358912773,  2271716,      262,   35806,  119504,         0,            1,map2
1342358912973,  2333213,      262,   36386,  122032,         0,            1,map2
1342358913223,  2398106,      262,   36977,  123153,         0,            1,map2
1342358913423,  2461030,      262,   37978,  125956,         0,            1,map2
1342358913623,  2525058,      262,   39374,  128622,         0,            1,map2
1342358913823,  2571376,      262,   40175,  130503,         0,            1,map2
1342358914023,  2638533,      262,   40660,  133759,         0,            1,map2
1342358914829,  2696327,      262,   41407,  136242,         0,            1,map2
1342358915029,  2696327,      262,   41408,  136241,         0,            1,map2
