time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342418434232,        0,        0,       0,        23,            1,flood4
1342418434432,        0,      973,       0,         1,            1,flood4
1342418434632,        0,      973,       0,         1,            1,flood4
1342418434832,        0,      973,       0,         1,            1,flood4
1342418435038,        0,      973,       0,         1,            1,flood4
1342418435238,        0,      973,       0,         1,            1,flood4
1342418435438,        0,      973,       0,         1,            1,flood4
1342418435638,        0,      973,       0,         1,            1,flood4
1342418435838,        0,      973,       0,         1,            1,flood4
1342418436039,        0,      973,       0,         1,            1,flood4
1342418436239,    29047,      973,    1921,         1,            1,flood4
1342418436439,    29047,      973,    1921,         1,            1,flood4
1342418436639,    29047,      973,    1921,         1,            1,flood4
1342418436839,    29047,      973,    1921,         1,            1,flood4
1342418437039,    29047,      973,    1921,         1,            1,flood4
1342418437239,    29047,      973,    1921,         1,            1,flood4
1342418437439,    29047,      973,    1921,         1,            1,flood4
1342418437639,    29047,      973,    1921,         1,            1,flood4
1342418437840,    29047,      973,    1921,         1,            1,flood4
1342418438040,    29047,      973,    1921,         1,            1,flood4
1342418438240,    29047,      973,    1921,         1,            1,flood4
1342418438440,    29047,      973,    1921,         1,            1,flood4
1342418438640,    29047,      973,    1921,         1,            1,flood4
1342418438840,    29047,      973,    1921,         1,            1,flood4
1342418439040,    29047,      973,    1921,         1,            1,flood4
1342418439240,    29047,      973,    1921,         1,            1,flood4
1342418439440,    29047,      973,    1921,         1,            1,flood4
1342418439641,    29047,      973,    1921,         1,            1,flood4
1342418439841,    29047,      973,    1921,         1,            1,flood4
1342418440041,    29047,      973,    1921,         1,            1,flood4
1342418440241,    29047,      973,    1921,         1,            1,flood4
1342418440441,    29047,      973,    1921,         1,            1,flood4
1342418440641,    29047,      973,    1921,         1,            1,flood4
1342418440841,    29047,      973,    1921,         1,            1,flood4
1342418441041,    29047,      973,    1921,         1,            1,flood4
1342418441241,    29047,      973,    1921,         1,            1,flood4
1342418441442,    29047,      973,    1921,         1,            1,flood4
1342418441642,    29047,      973,    1921,         1,            1,flood4
1342418441842,    29047,      973,    1921,         1,            1,flood4
1342418442042,    29047,      973,    1921,         1,            1,flood4
1342418442242,    29047,      973,    1921,         1,            1,flood4
1342418442442,    29047,      973,    1921,         1,            1,flood4
1342418442642,    29047,      973,    1921,         1,            1,flood4
1342418442842,    29047,      973,    1921,         1,            1,flood4
1342418443063,    29047,      973,    1921,         1,            1,flood4
1342418443263,    29047,      973,    1921,         1,            1,flood4
1342418443463,    29047,      973,    1921,         1,            1,flood4
1342418443663,    29047,      973,    1921,         1,            1,flood4
1342418443863,    29047,      973,    1921,         1,            1,flood4
1342418444064,    29047,      973,    1921,         1,            1,flood4
1342418444264,    29047,      973,    1921,         1,            1,flood4
1342418444464,    29047,      973,    1921,         1,            1,flood4
1342418444664,    29047,      973,    1921,         1,            1,flood4
1342418444864,    29047,      973,    1921,         1,            1,flood4
1342418445064,    29047,      973,    1921,         1,            1,flood4
1342418445264,    29047,      973,    1921,         1,            1,flood4
1342418445464,    29047,      973,    1921,         1,            1,flood4
1342418445665,    29047,      973,    1921,         1,            1,flood4
1342418445865,    29047,      973,    1921,         1,            1,flood4
1342418446065,    29047,      973,    1921,         1,            1,flood4
1342418446265,    29047,      973,    1921,         1,            1,flood4
1342418446465,    29047,      973,    1921,         1,            1,flood4
1342418446665,    29047,      973,    1921,         1,            1,flood4
1342418446865,    29047,      973,    1921,         1,            1,flood4
1342418447066,    29047,      973,    1921,         1,            1,flood4
1342418447266,    29047,      973,    1921,         1,            1,flood4
1342418447466,    29047,      973,    1921,         1,            1,flood4
1342418447666,    29047,      973,    1921,         1,            1,flood4
1342418447866,    29047,      973,    1921,         1,            1,flood4
1342418448066,    29047,      973,    1921,         1,            1,flood4
1342418448266,    29047,      973,    1921,         1,            1,flood4
1342418448466,    29047,      973,    1921,         1,            1,flood4
1342418448666,    29047,      973,    1921,         1,            1,flood4
1342418448867,    29047,      973,    1921,         1,            1,flood4
1342418449067,    29047,      973,    1921,         1,            1,flood4
1342418449267,    29047,      973,    1921,         1,            1,flood4
1342418449467,    29047,      973,    1921,         1,            1,flood4
1342418449667,    29047,      973,    1921,         1,            1,flood4
1342418449867,    29047,      973,    1921,         1,            1,flood4
1342418450067,    29047,      982,    1921,         1,            1,flood4
1342418450267,    29047,      982,    1921,         1,            1,flood4
1342418450467,    29047,      982,    1921,         1,            1,flood4
1342418450668,    29047,      982,    1921,         1,            1,flood4
1342418450868,    29047,      982,    1921,         1,            1,flood4
1342418451068,    29047,      982,    1921,         1,            1,flood4
1342418451268,    29047,      982,    1921,         1,            1,flood4
1342418451468,    29047,      982,    1921,         1,            1,flood4
1342418451668,    29047,      982,    1921,         1,            1,flood4
1342418451868,    29047,      982,    1921,         1,            1,flood4
1342418452068,    29047,      982,    1921,         1,            1,flood4
1342418452269,    29047,      982,    1921,         1,            1,flood4
1342418452469,    29047,      982,    1921,         1,            1,flood4
1342418452669,    29047,      982,    1921,         1,            1,flood4
1342418452869,    29047,      982,    1921,         1,            1,flood4
1342418453069,    29047,      982,    1921,         1,            1,flood4
1342418453269,    29047,      982,    1921,         1,            1,flood4
1342418453469,    29047,      982,    1921,         1,            1,flood4
1342418453670,    29047,      982,    1921,         1,            1,flood4
1342418453870,    29047,      982,    1921,         1,            1,flood4
1342418454070,    29047,      982,    1921,         1,            1,flood4
1342418454270,    29047,      982,    1921,         1,            1,flood4
1342418454470,    29047,      982,    1921,         1,            1,flood4
1342418454670,    29047,      982,    1921,         1,            1,flood4
1342418454870,    29047,      990,    1921,         1,            1,flood4
1342418455070,    29047,      990,    1921,         1,            1,flood4
1342418455271,    29047,      990,    1921,         1,            1,flood4
1342418455471,    29047,      990,    1921,         1,            1,flood4
1342418455671,    29047,      990,    1921,         1,            1,flood4
1342418455871,    29047,      990,    1921,         1,            1,flood4
1342418456071,    29047,      990,    1921,         1,            1,flood4
1342418456271,    29047,      990,    1921,         1,            1,flood4
1342418456472,    29047,      990,    1921,         1,            1,flood4
1342418456672,    29047,      990,    1921,         1,            1,flood4
1342418456872,    29047,      990,    1921,         1,            1,flood4
1342418457072,    29047,      990,    1921,         1,            1,flood4
1342418457272,    29047,      990,    1921,         1,            1,flood4
1342418457472,    29047,      990,    1921,         1,            1,flood4
1342418457672,    29047,      990,    1921,         1,            1,flood4
1342418457873,    29047,      990,    1921,         1,            1,flood4
1342418458073,    29047,      990,    1921,         1,            1,flood4
1342418458404,    29047,      990,    1921,         1,            1,flood4
1342418458604,    29047,      990,    1921,         1,            1,flood4
1342418458804,    29047,      990,    1921,         1,            1,flood4
1342418459005,    29047,      990,    1921,         1,            1,flood4
1342418459205,    29047,      990,    1921,         1,            1,flood4
1342418459405,    29047,      990,    1921,         1,            1,flood4
1342418459605,    29047,      990,    1921,         1,            1,flood4
1342418459805,    29047,      990,    1921,         1,            1,flood4
1342418460005,    29047,      990,    1921,         1,            1,flood4
1342418460206,    29047,      990,    1921,         1,            1,flood4
1342418460406,    29047,      990,    1921,         1,            1,flood4
1342418460606,    29047,      990,    1921,         1,            1,flood4
1342418460806,    29047,      990,    1921,         1,            1,flood4
1342418461006,    29047,      990,    1921,         1,            1,flood4
1342418461206,    29047,      990,    1921,         1,            1,flood4
1342418461407,    29047,      990,    1921,         1,            1,flood4
1342418461607,    29047,      990,    1921,         1,            1,flood4
1342418461807,    29047,      990,    1921,         1,            1,flood4
1342418462007,    29047,      990,    1921,         1,            1,flood4
1342418462207,    29047,      990,    1921,         1,            1,flood4
1342418462407,    29047,      990,    1921,         1,            1,flood4
1342418462608,    29047,      990,    1921,         1,            1,flood4
1342418462808,    29047,      990,    1921,         1,            1,flood4
1342418463008,    29047,      990,    1921,         1,            1,flood4
1342418463208,    29047,      990,    1921,         1,            1,flood4
1342418463408,    29047,      990,    1921,         1,            1,flood4
1342418463608,    29047,      990,    1921,         1,            1,flood4
1342418463808,    29047,      990,    1921,         1,            1,flood4
1342418464008,    29047,      990,    1921,         1,            1,flood4
1342418464209,    29047,      990,    1921,         1,            1,flood4
1342418464409,    29047,      990,    1921,         1,            1,flood4
1342418464609,    29047,      990,    1921,         1,            1,flood4
1342418464809,    29047,      990,    1921,         1,            1,flood4
1342418465009,    29047,      990,    1921,         1,            1,flood4
1342418465210,    29047,      990,    1921,         1,            1,flood4
1342418465410,    29047,      990,    1921,         1,            1,flood4
1342418465610,    29047,      990,    1921,         1,            1,flood4
1342418465810,    29047,      990,    1921,         1,            1,flood4
1342418466010,    29047,      990,    1921,         1,            1,flood4
1342418466210,    29047,      990,    1921,         1,            1,flood4
1342418466410,    29047,      990,    1921,         1,            1,flood4
1342418466611,    29047,      990,    1921,         1,            1,flood4
1342418466811,    29047,      990,    1921,         1,            1,flood4
1342418467011,    29047,      990,    1921,         1,            1,flood4
1342418467211,    29047,      990,    1921,         1,            1,flood4
1342418467411,    29047,      990,    1921,         1,            1,flood4
1342418467611,    29047,      990,    1921,         1,            1,flood4
1342418467811,    29047,      990,    1921,         1,            1,flood4
1342418468011,    29047,      990,    1921,         1,            1,flood4
1342418468211,    29047,      990,    1921,         1,            1,flood4
1342418468412,    29047,      990,    1921,         1,            1,flood4
1342418468612,    29047,      990,    1921,         1,            1,flood4
1342418468812,    29047,      990,    1921,         1,            1,flood4
1342418469012,    29047,      990,    1921,         1,            1,flood4
1342418469212,    29047,      990,    1921,         1,            1,flood4
1342418469412,    29047,      990,    1921,         1,            1,flood4
1342418469612,    29047,      990,    1921,         1,            1,flood4
1342418469812,    29047,      990,    1921,         1,            1,flood4
1342418470026,    29047,      990,    1921,         1,            1,flood4
1342418470226,    29047,      990,    1921,         1,            1,flood4
1342418470426,    29047,      990,    1921,         1,            1,flood4
1342418470626,    29047,      990,    1921,         1,            1,flood4
1342418470826,    29047,      990,    1921,         1,            1,flood4
1342418471026,    29047,      990,    1921,         1,            1,flood4
1342418471226,    29047,      990,    1921,         1,            1,flood4
1342418471426,    29047,      990,    1921,         1,            1,flood4
1342418471627,    29047,      990,    1921,         1,            1,flood4
1342418471827,    29047,      990,    1921,         1,            1,flood4
1342418472027,    29047,      990,    1921,         1,            1,flood4
1342418472227,    29047,      990,    1921,         1,            1,flood4
1342418472427,    29047,      990,    1921,         1,            1,flood4
1342418472627,    29047,      990,    1921,         1,            1,flood4
1342418472827,    29047,      990,    1921,         1,            1,flood4
1342418473027,    29047,      990,    1921,         1,            1,flood4
1342418473227,    29047,      990,    1921,         1,            1,flood4
1342418473428,    29047,      990,    1921,         1,            1,flood4
1342418473628,    29047,      990,    1921,         1,            1,flood4
1342418473828,    29047,      990,    1921,         1,            1,flood4
1342418474028,    29047,      990,    1921,         1,            1,flood4
1342418474228,    29047,      990,    1921,         1,            1,flood4
1342418474428,    29047,      990,    1921,         1,            1,flood4
1342418474628,    29047,      990,    1921,         1,            1,flood4
1342418474828,    29047,      990,    1921,         1,            1,flood4
1342418475028,    29047,      990,    1921,         1,            1,flood4
1342418475229,    29047,      990,    1921,         1,            1,flood4
1342418475429,    29047,      990,    1921,         1,            1,flood4
1342418475629,    29047,      990,    1921,         1,            1,flood4
1342418475835,    29047,      990,    1921,         1,            1,flood4
1342418476035,    29047,      990,    1921,         1,            1,flood4
1342418476236,    29047,      990,    1921,         1,            1,flood4
1342418476436,    29047,      990,    1921,         1,            1,flood4
1342418476637,    29047,      990,    1921,         1,            1,flood4
1342418476837,    29047,      990,    1921,         1,            1,flood4
1342418477037,    29047,      990,    1921,         1,            1,flood4
1342418477237,    29047,      990,    1921,         1,            1,flood4
1342418477437,    29047,      990,    1921,         1,            1,flood4
1342418477637,    29047,      990,    1921,         1,            1,flood4
1342418477837,    29047,      990,    1921,         1,            1,flood4
1342418478038,    29047,      990,    1921,         1,            1,flood4
1342418478238,    29047,      990,    1921,         1,            1,flood4
1342418478438,    29047,     1002,    1921,         0,            1,flood4
1342418478638,    29047,     1002,    1921,         0,            1,flood4
1342418478838,    29047,     1002,    1921,         0,            1,flood4
1342418479038,    29047,     1002,    1921,         0,            1,flood4
1342418479238,    29047,     1002,    1921,         0,            1,flood4
1342418479438,    29047,     1002,    1921,         0,            1,flood4
1342418479639,    29047,     1002,    1921,         0,            1,flood4
1342418479839,    29047,     1002,    1921,         0,            1,flood4
1342418480039,    29047,     1002,    1921,         0,            1,flood4
1342418480239,    29047,     1002,    1921,         0,            1,flood4
1342418480439,    29047,     1002,    1921,         0,            1,flood4
1342418480639,    29047,     1002,    1921,         0,            1,flood4
1342418480840,    29047,     1002,    1921,         0,            1,flood4
1342418481040,    29047,     1002,    1921,         0,            1,flood4
1342418481240,    29047,     1002,    1921,         0,            1,flood4
1342418481440,    29047,     1002,    1921,         0,            1,flood4
1342418481640,    29047,     1002,    1921,         0,            1,flood4
1342418481840,    29047,     1002,    1921,         0,            1,flood4
1342418482040,    29047,     1002,    1921,         0,            1,flood4
1342418482240,    29047,     1002,    1921,         0,            1,flood4
1342418482441,    29047,     1002,    1921,         0,            1,flood4
1342418482641,    29047,     1002,    1921,         0,            1,flood4
1342418482841,    29047,     1002,    1921,         0,            1,flood4
1342418483041,    29047,     1002,    1921,         0,            1,flood4
1342418483241,    29047,     1002,    1921,         0,            1,flood4
1342418483441,    29047,     1002,    1921,         0,            1,flood4
1342418483641,    29047,     1002,    1921,         0,            1,flood4
1342418483841,    29047,     1002,    1921,         0,            1,flood4
1342418484041,    29047,     1002,    1921,         0,            1,flood4
1342418484242,    29047,     1002,    1921,         0,            1,flood4
1342418484442,    29047,     1002,    1921,         0,            1,flood4
1342418484642,    29047,     1002,    1921,         0,            1,flood4
1342418484842,    29047,     1002,    1921,         0,            1,flood4
1342418485043,    29047,     1002,    1921,         0,            1,flood4
1342418485243,    29047,     1002,    1921,         0,            1,flood4
1342418485443,    29047,     1002,    1921,         0,            1,flood4
1342418485643,    29047,     1002,    1921,         0,            1,flood4
1342418485843,    29047,     1002,    1921,         0,            1,flood4
1342418486043,    29047,     1002,    1921,         0,            1,flood4
1342418486243,    29047,     1002,    1921,         0,            1,flood4
1342418486443,    29047,     1002,    1921,         0,            1,flood4
1342418486644,    29047,     1002,    1921,         0,            1,flood4
1342418486844,    29047,     1002,    1921,         0,            1,flood4
1342418487044,    29047,     1002,    1921,         0,            1,flood4
