time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342359461450,        0,        0,       0,       0,        17,            1,map6
1342359461650,    29363,      337,    1876,    3770,         1,            1,map6
1342359461881,    60592,      337,    1900,    7748,         1,            1,map6
1342359462081,    94590,      337,    1981,    9684,         1,            1,map6
1342359462281,   127344,      337,    2324,   13705,         1,            1,map6
1342359462481,   153851,      337,    2978,   14054,         1,            1,map6
1342359462681,   191146,      337,    3133,   14884,         1,            1,map6
1342359462881,   218258,      337,    3340,   16368,         1,            1,map6
1342359463082,   245263,      337,    5667,   17180,         1,            1,map6
1342359463282,   267438,      337,    6288,   17696,         1,            1,map6
1342359463482,   297418,      337,    7614,   17492,         1,            1,map6
1342359463682,   328294,      337,    8431,   17332,         1,            1,map6
1342359463882,   350371,      337,    9684,   16598,         1,            1,map6
1342359464082,   382098,      337,   10143,   16311,         1,            1,map6
1342359464309,   406567,      337,   10728,   16224,         1,            1,map6
1342359464509,   436829,      337,   11316,   15707,         1,            1,map6
1342359464709,   466525,      337,   12145,   15096,         1,            1,map6
1342359464909,   487612,      337,   12075,   15165,         1,            1,map6
1342359465110,   518520,      337,   12232,   15279,         1,            1,map6
1342359465310,   547840,      337,   12236,   15275,         1,            1,map6
1342359465564,   556794,      337,   12257,   15254,         1,            1,map6
1342359465764,   586899,      337,   12277,   15241,         1,            1,map6
1342359465964,   618887,      337,   13067,   14589,         1,            1,map6
1342359466164,   649203,      337,   14420,   13727,         1,            1,map6
1342359466364,   679632,      337,   15294,   13074,         1,            1,map6
1342359466564,   710194,      337,   15086,   13283,         1,            1,map6
1342359466765,   738984,      337,   15497,   12886,         1,            1,map6
1342359466965,   768604,      337,   16277,   12171,         1,            1,map6
1342359467165,   796519,      337,   16276,   12172,         1,            1,map6
1342359467365,   826542,      337,   16223,   12228,         1,            1,map6
1342359467565,   856193,      337,   16781,   11964,         1,            1,map6
1342359467765,   883730,      337,   18324,   10607,         1,            1,map6
1342359467966,   913240,      337,   18409,   10525,         1,            1,map6
1342359468166,   943017,      337,   18242,   10692,         1,            1,map6
1342359468366,   971675,      337,   18354,   10591,         1,            1,map6
1342359468566,  1002032,      337,   19709,    9308,         1,            1,map6
1342359468766,  1032789,      337,   20592,    8429,         1,            1,map6
1342359468966,  1065394,      337,   21728,    7371,         1,            1,map6
1342359469167,  1095585,      337,   23310,    5868,         1,            1,map6
1342359469367,  1123860,      337,   24871,    4336,         1,            1,map6
1342359469567,  1157126,      337,   24590,    4624,         1,            1,map6
1342359469767,  1187316,      337,   24643,    4573,         1,            1,map6
1342359469967,  1216825,      337,   25602,    3624,         1,            1,map6
1342359470167,  1246799,      337,   25528,    3706,         1,            1,map6
1342359470367,  1272381,      337,   25493,    3741,         1,            1,map6
1342359470568,  1303174,      337,   25330,    3905,         1,            1,map6
1342359470768,  1332997,      337,   25432,    3803,         1,            1,map6
1342359470968,  1361739,      337,   25497,    3744,         1,            1,map6
1342359471168,  1391907,      337,   25692,    3554,         1,            1,map6
1342359471368,  1421920,      337,   25649,    3597,         1,            1,map6
1342359471568,  1432393,      337,   25678,    3568,         1,            1,map6
