time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342360269282,        0,        0,       0,       0,        17,            1,map6
1342360269514,    25032,      337,    1812,    3268,         1,            1,map6
1342360269714,    56161,      337,    1857,    7528,         1,            1,map6
1342360269914,    82351,      337,    1974,    8529,         1,            1,map6
1342360270114,   112533,      337,    2012,   12409,         1,            1,map6
1342360270314,   135158,      337,    2496,   13919,         1,            1,map6
1342360270514,   167050,      337,    2990,   14282,         1,            1,map6
1342360270714,   190956,      337,    3108,   14886,         1,            1,map6
1342360270914,   220345,      337,    3900,   16273,         1,            1,map6
1342360271119,   241091,      337,    5723,   17349,         1,            1,map6
1342360271322,   271553,      337,    6683,   18755,         1,            1,map6
1342360271523,   292949,      337,    8083,   18482,         1,            1,map6
1342360271723,   323093,      337,    9738,   18070,         1,            1,map6
1342360271923,   345002,      337,   11007,   17944,         1,            1,map6
1342360272123,   374325,      337,   12994,   17392,         1,            1,map6
1342360272323,   388599,      337,   14127,   16884,         1,            1,map6
