time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388881909,        0,        0,       1,      -1,         4,            1,flood2
1342388882109,       25,      181,    9813,   -9813,         0,            1,flood2
1342388882310,       27,      187,   12429,  -12429,         0,            1,flood2
1342388882510,       30,      187,   13449,  -13449,         0,            1,flood2
1342388882710,       32,      187,   13469,  -13469,         0,            1,flood2
1342388882910,       35,      187,   13171,  -13171,         0,            1,flood2
1342388883110,       37,      187,   12158,  -12158,         0,            1,flood2
1342388883310,       39,      187,   13117,  -13117,         0,            1,flood2
1342388883510,       42,      187,   12880,  -12880,         0,            1,flood2
1342388883716,       45,      187,   13064,  -13064,         0,            1,flood2
1342388883916,       48,      187,   12973,  -12973,         0,            1,flood2
1342388884116,       52,      187,   13072,  -13072,         0,            1,flood2
1342388884316,       54,      187,   12900,  -12900,         0,            1,flood2
1342388884516,       58,      187,   12782,  -12782,         0,            1,flood2
1342388884716,       61,      187,   12594,  -12594,         0,            1,flood2
1342388884921,       65,      187,   12269,  -12269,         0,            1,flood2
1342388885121,       65,      187,   12235,  -12235,         0,            1,flood2
