time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342360253904,        0,        0,       0,       0,        51,            1,map10
1342360254104,     1295,     1067,     335,     356,         0,            0,map10
1342360254304,     2208,     1067,     496,     623,         0,            0,map10
1342360254504,     3260,     1067,     684,     875,         0,            0,map10
1342360254704,     5092,     1067,     955,    1302,         0,            0,map10
1342360254904,     7636,     1067,    1321,    1610,         0,            0,map10
1342360255104,    10497,     1067,    1737,    1839,         0,            0,map10
1342360255306,    13982,     1067,    2208,    2384,         0,            0,map10
1342360255506,    16516,     1067,    2596,    2441,         0,            0,map10
1342360255706,    20092,     1067,    3102,    2328,         0,            0,map10
1342360255917,    23485,     1067,    3478,    2381,         0,            0,map10
1342360256120,    27078,     1067,    3915,    2355,         0,            0,map10
1342360256321,    30267,     1067,    4300,    2372,         0,            0,map10
1342360256521,    33021,     1067,    4641,    2444,         0,            0,map10
1342360256721,    36949,     1067,    5062,    2371,         0,            0,map10
1342360256921,    40483,     1067,    5474,    2151,         0,            0,map10
