time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342417465079,        0,        0,       0,        28,            1,map8
1342417465279,        0,      184,       0,        24,            0,map8
1342417465479,        0,      785,       0,        11,            1,map8
1342417465679,        0,      829,       0,        10,            1,map8
1342417465879,        0,      829,       0,        10,            1,map8
1342417466080,        0,      829,       0,        10,            1,map8
1342417466280,        0,      829,       0,        10,            1,map8
1342417466480,        0,      829,       0,        10,            1,map8
1342417466680,        0,      829,       0,        10,            1,map8
1342417466880,        0,     1925,       0,         0,            1,map8
1342417467080,   170299,     1925,    5468,         0,            1,map8
1342417467280,   170299,     1925,    5468,         0,            1,map8
1342417467480,   170299,     1925,    5468,         0,            1,map8
1342417467681,   170299,     1925,    5468,         0,            1,map8
1342417467881,   170299,     1925,    5468,         0,            1,map8
1342417468081,   170299,     1925,    5468,         0,            1,map8
1342417468281,   170299,     1925,    5468,         0,            1,map8
1342417468481,   170299,     1925,    5468,         0,            1,map8
1342417468681,   170299,     1925,    5468,         0,            1,map8
1342417468882,   170299,     1925,    5468,         0,            1,map8
1342417469082,   170299,     1925,    5468,         0,            1,map8
1342417469282,   170299,     1925,    5468,         0,            1,map8
1342417469482,   170299,     1925,    5468,         0,            1,map8
1342417469682,   170299,     1925,    5468,         0,            1,map8
1342417469882,   170299,     1925,    5468,         0,            1,map8
1342417470082,   170299,     1925,    5468,         0,            1,map8
1342417470283,   170299,     1925,    5468,         0,            1,map8
1342417470483,   170299,     1925,    5468,         0,            1,map8
1342417470683,   170299,     1925,    5468,         0,            1,map8
1342417470883,   170299,     1925,    5468,         0,            1,map8
1342417471083,   170299,     1925,    5468,         0,            1,map8
1342417471283,   170299,     1925,    5468,         0,            1,map8
1342417471483,   170299,     1925,    5468,         0,            1,map8
1342417471684,   170299,     1925,    5468,         0,            1,map8
1342417471884,   170299,     1925,    5468,         0,            1,map8
1342417472084,   170299,     1925,    5468,         0,            1,map8
1342417472284,   170299,     1925,    5468,         0,            1,map8
1342417472484,   170299,     1925,    5468,         0,            1,map8
1342417472684,   170299,     1925,    5468,         0,            1,map8
