time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388885126,        0,        0,       1,      -1,        18,            1,flood3
1342388885326,       17,      768,    9591,   -9591,         2,            1,flood3
1342388885526,       19,      858,   16738,  -16738,         0,            0,flood3
1342388885727,       20,      858,   15277,  -15277,         0,            0,flood3
1342388885927,       22,      858,   15290,  -15290,         0,            0,flood3
1342388886127,       23,      858,   15571,  -15571,         0,            0,flood3
1342388886327,       25,      858,   15172,  -15172,         0,            0,flood3
1342388886527,       26,      858,   14838,  -14838,         0,            0,flood3
1342388886727,       27,      858,   14960,  -14960,         0,            0,flood3
1342388886927,       27,      858,   14960,  -14960,         0,            0,flood3
1342388887127,       28,      858,   14515,  -14515,         0,            0,flood3
1342388887327,       29,      858,   14490,  -14490,         0,            0,flood3
1342388887527,       30,      858,   14226,  -14226,         0,            0,flood3
1342388887768,       31,      858,   14281,  -14281,         0,            0,flood3
1342388887968,       32,      858,   13898,  -13898,         0,            0,flood3
1342388888169,       32,      858,   13860,  -13860,         0,            0,flood3
