time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342360266235,        0,        0,       1,      -1,        18,            1,map5
1342360266435,     5371,      385,    1151,     781,         1,            1,map5
1342360266644,    21417,      385,    4063,    2792,         1,            1,map5
1342360266978,    32004,      385,    5365,    4644,         1,            1,map5
1342360267178,    48176,      389,    7838,    6881,         1,            1,map5
1342360267382,    64003,      389,    9600,    9478,         1,            1,map5
1342360267582,    79821,      389,   12013,   11884,         1,            1,map5
1342360267801,    95104,      389,   13886,   14536,         1,            1,map5
1342360268001,   111468,      389,   16138,   17382,         1,            1,map5
1342360268218,   127271,      389,   17666,   20477,         1,            1,map5
1342360268419,   145258,      389,   19051,   24289,         1,            1,map5
1342360268645,   162057,      389,   20450,   27765,         1,            1,map5
1342360268846,   179977,      389,   22041,   31327,         1,            1,map5
1342360269076,   195987,      389,   23554,   34672,         1,            1,map5
1342360269276,   209675,      391,   25135,   36731,         1,            1,map5
