time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388901811,       10,      212,     217,    -217,         0,            1,map1
1342388902017,       19,      212,   11044,  -11044,         0,            1,map1
1342388902217,       21,      212,   13777,  -13777,         0,            1,map1
1342388902417,       23,      212,   14287,  -14287,         0,            1,map1
1342388902617,       25,      212,   13917,  -13917,         0,            1,map1
1342388902818,       27,      212,   13070,  -13070,         0,            1,map1
1342388903018,       29,      212,   10610,  -10610,         0,            1,map1
1342388903218,       33,      212,   10700,  -10700,         0,            1,map1
1342388903418,       39,      212,    4451,   -4451,         0,            1,map1
1342388903618,       47,      212,       0,       0,         0,            1,map1
