time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342352815237,     1968,      275,     259,     453,         0,            1,map3
1342352815558,     6119,      275,     675,    1550,         0,            1,map3
1342352815866,    12035,      275,    1111,    3550,         0,            1,map3
1342352816166,    18566,      275,    1461,    5630,         0,            1,map3
1342352816463,    24042,      275,    1888,    7216,         0,            1,map3
1342352816793,    30578,      275,    2261,    9193,         0,            1,map3
1342352817112,    36164,      275,    2680,   10757,         0,            1,map3
1342352817402,    41525,      275,    3239,   12050,         0,            1,map3
1342352817689,    52692,      275,    3481,   15394,         0,            1,map3
1342352817917,    59846,      275,    3752,   17421,         0,            1,map3
1342352818156,    67112,      275,    3979,   19470,         0,            1,map3
1342352818536,    83184,      275,    4880,   23768,         0,            1,map3
1342352818748,    96118,      275,    5565,   26932,         0,            1,map3
1342352818958,   110918,      275,    6649,   29928,         0,            1,map3
1342352819188,   117421,      275,    7013,   31398,         0,            1,map3
1342352819403,   134063,      275,    7845,   35282,         0,            1,map3
1342352819630,   152907,      275,    8148,   40800,         0,            1,map3
1342352819997,   165768,      275,    8717,   43468,         0,            1,map3
1342352820208,   182988,      275,    9242,   47385,         0,            1,map3
1342352820425,   200793,      275,    9808,   51465,         0,            1,map3
1342352820635,   217573,      275,   10451,   54994,         0,            1,map3
1342352820866,   220386,      275,   10604,   55451,         0,            1,map3
1342352821106,   239866,      275,   11595,   59452,         0,            1,map3
1342352821322,   256377,      275,   12406,   63032,         0,            1,map3
1342352821526,   272920,      275,   13070,   66543,         0,            1,map3
1342352821742,   276253,      275,   13239,   67270,         0,            1,map3
1342352821978,   296849,      275,   13928,   71697,         0,            1,map3
1342352822187,   313859,      275,   14592,   75443,         0,            1,map3
1342352822511,   328798,      275,   14780,   79237,         0,            1,map3
1342352822717,   344390,      275,   14753,   83229,         0,            1,map3
1342352822970,   360591,      275,   15361,   87054,         0,            1,map3
1342352823175,   379388,      275,   15634,   91408,         0,            1,map3
1342352823411,   385069,      275,   16022,   92341,         0,            1,map3
1342352823629,   406938,      275,   16543,   97286,         0,            1,map3
1342352823842,   425271,      275,   16679,  101614,         0,            1,map3
1342352824182,   443744,      275,   16873,  105193,         0,            1,map3
1342352824415,   466606,      275,   17055,  109895,         0,            1,map3
1342352824640,   486896,      275,   17684,  113755,         0,            1,map3
1342352824974,   499462,      275,   18202,  115770,         0,            1,map3
1342352825200,   520546,      275,   18739,  119495,         0,            1,map3
1342352825434,   543270,      275,   18879,  124304,         0,            1,map3
1342352826497,   558674,      275,   18993,  127977,         0,            1,map3
1342352826717,   577369,      275,   19162,  132427,         0,            1,map3
1342352826941,   600694,      275,   19181,  138056,         0,            1,map3
1342352827229,   621192,      275,   19094,  143799,         0,            1,map3
1342352827452,   643791,      275,   19144,  148910,         0,            1,map3
1342352827702,   667368,      275,   19131,  154544,         0,            1,map3
1342352827956,   679719,      275,   19122,  157550,         0,            1,map3
1342352828183,   702973,      275,   19101,  162745,         0,            1,map3
1342352828418,   724015,      275,   19709,  166868,         0,            1,map3
1342352828778,   739014,      275,   19809,  170279,         0,            1,map3
1342352829016,   759159,      275,   20632,  173002,         0,            1,map3
1342352829230,   774208,      275,   21012,  175929,         0,            1,map3
1342352829635,   794763,      275,   21553,  179494,         0,            1,map3
1342352829869,   809472,      275,   21745,  182210,         0,            1,map3
1342352830078,   827637,      275,   22051,  185431,         0,            1,map3
1342352830281,   838388,      275,   22447,  186933,         0,            1,map3
