time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342418126833,        0,        0,       0,         4,            1,horock2
1342418127033,        0,      235,       0,        -1,            1,horock2
1342418127233,        0,      235,       0,        -1,            1,horock2
1342418127433,        0,      235,       0,        -1,            1,horock2
1342418127633,        0,      235,       0,        -1,            1,horock2
1342418127834,        0,      235,       0,        -1,            1,horock2
1342418128034,        0,      235,       0,        -1,            1,horock2
1342418128234,        0,      235,       0,        -1,            1,horock2
1342418128434,        0,      235,       0,        -1,            1,horock2
1342418128634,        0,      235,       0,        -1,            1,horock2
1342418128834,   290587,      235,    4232,        -1,            1,horock2
1342418129034,   290587,      235,    4232,        -1,            1,horock2
1342418129256,   290587,      235,    4232,        -1,            1,horock2
1342418129457,   290587,      235,    4232,        -1,            1,horock2
1342418129657,   290587,      235,    4232,        -1,            1,horock2
1342418129857,   290587,      235,    4232,        -1,            1,horock2
1342418130057,   290587,      235,    4232,        -1,            1,horock2
1342418130257,   290587,      235,    4232,        -1,            1,horock2
1342418130457,   290587,      235,    4232,        -1,            1,horock2
1342418130657,   290587,      235,    4232,        -1,            1,horock2
1342418130858,   290587,      235,    4232,        -1,            1,horock2
1342418131058,   290587,      235,    4232,        -1,            1,horock2
1342418131258,   290587,      235,    4232,        -1,            1,horock2
1342418131458,   290587,      235,    4232,        -1,            1,horock2
1342418131658,   290587,      235,    4232,        -1,            1,horock2
1342418132094,   290587,      235,    4232,        -1,            1,horock2
1342418132294,   290587,      235,    4232,        -1,            1,horock2
1342418132494,   290587,      235,    4232,        -1,            1,horock2
1342418132694,   290587,      235,    4232,        -1,            1,horock2
1342418132926,   290587,      235,    4232,        -1,            1,horock2
1342418133126,   290587,      235,    4232,        -1,            1,horock2
1342418133326,   290587,      235,    4232,        -1,            1,horock2
1342418133527,   290587,      235,    4232,        -1,            1,horock2
1342418133727,   290587,      235,    4232,        -1,            1,horock2
1342418133927,   290587,      235,    4232,        -1,            1,horock2
