time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342418536543,        0,        0,       0,         4,            1,map3
1342418536743,        0,      275,       0,         0,            1,map3
1342418536943,        0,      275,       0,         0,            1,map3
1342418537144,        0,      275,       0,         0,            1,map3
1342418537344,        0,      275,       0,         0,            1,map3
1342418537544,        0,      275,       0,         0,            1,map3
1342418537744,        0,      275,       0,         0,            1,map3
1342418537944,        0,      275,       0,         0,            1,map3
1342418538144,        0,      275,       0,         0,            1,map3
1342418538344,        0,      275,       0,         0,            1,map3
1342418538544,   128340,      275,    7340,         0,            1,map3
1342418538744,   128340,      275,    7340,         0,            1,map3
1342418538945,   128340,      275,    7340,         0,            1,map3
1342418539145,   128340,      275,    7340,         0,            1,map3
1342418539345,   128340,      275,    7340,         0,            1,map3
1342418539545,   128340,      275,    7340,         0,            1,map3
1342418539799,   128340,      275,    7340,         0,            1,map3
1342418539999,   128340,      275,    7340,         0,            1,map3
1342418540199,   128340,      275,    7340,         0,            1,map3
1342418540399,   128340,      275,    7340,         0,            1,map3
1342418540599,   128340,      275,    7340,         0,            1,map3
1342418540799,   128340,      275,    7340,         0,            1,map3
1342418541000,   128340,      275,    7340,         0,            1,map3
1342418541200,   128340,      275,    7340,         0,            1,map3
1342418541403,   128340,      275,    7340,         0,            1,map3
1342418541603,   128340,      275,    7340,         0,            1,map3
1342418541803,   128340,      275,    7340,         0,            1,map3
1342418542003,   128340,      275,    7340,         0,            1,map3
1342418542516,   128340,      275,    7340,         0,            1,map3
1342418542716,   128340,      275,    7340,         0,            1,map3
1342418542917,   128340,      275,    7340,         0,            1,map3
1342418543117,   128340,      275,    7340,         0,            1,map3
1342418543317,   128340,      275,    7340,         0,            1,map3
1342418543517,   128340,      275,    7340,         0,            1,map3
1342418543717,   128340,      275,    7340,         0,            1,map3
1342418543917,   128340,      275,    7340,         0,            1,map3
1342418544117,   128340,      275,    7340,         0,            1,map3
1342418544317,   128340,      275,    7340,         0,            1,map3
1342418544518,   128340,      275,    7340,         0,            1,map3
1342418544718,   128340,      275,    7340,         0,            1,map3
1342418544918,   128340,      275,    7340,         0,            1,map3
1342418545118,   128340,      275,    7340,         0,            1,map3
1342418545318,   128340,      275,    7340,         0,            1,map3
1342418545518,   128340,      275,    7340,         0,            1,map3
1342418545718,   128340,      275,    7340,         0,            1,map3
1342418545918,   128340,      275,    7340,         0,            1,map3
1342418546119,   128340,      275,    7340,         0,            1,map3
1342418546319,   128340,      275,    7340,         0,            1,map3
1342418546519,   128340,      275,    7340,         0,            1,map3
1342418546719,   128340,      275,    7340,         0,            1,map3
1342418546919,   128340,      275,    7340,         0,            1,map3
1342418547119,   128340,      275,    7340,         0,            1,map3
1342418547319,   128340,      275,    7340,         0,            1,map3
1342418547519,   128340,      275,    7340,         0,            1,map3
1342418547720,   128340,      275,    7340,         0,            1,map3
1342418547920,   128340,      275,    7340,         0,            1,map3
1342418548120,   128340,      275,    7340,         0,            1,map3
1342418548320,   128340,      275,    7340,         0,            1,map3
1342418548520,   128340,      275,    7340,         0,            1,map3
1342418548720,   128340,      275,    7340,         0,            1,map3
1342418548920,   128340,      275,    7340,         0,            1,map3
1342418549120,   128340,      275,    7340,         0,            1,map3
1342418549320,   128340,      275,    7340,         0,            1,map3
1342418549521,   128340,      275,    7340,         0,            1,map3
1342418549721,   128340,      275,    7340,         0,            1,map3
1342418549921,   128340,      275,    7340,         0,            1,map3
1342418550121,   128340,      275,    7340,         0,            1,map3
1342418550321,   128340,      275,    7340,         0,            1,map3
1342418550521,   128340,      275,    7340,         0,            1,map3
1342418550721,   128340,      275,    7340,         0,            1,map3
1342418550921,   128340,      275,    7340,         0,            1,map3
1342418551122,   128340,      275,    7340,         0,            1,map3
1342418551322,   128340,      275,    7340,         0,            1,map3
1342418551522,   128340,      275,    7340,         0,            1,map3
1342418551722,   128340,      275,    7340,         0,            1,map3
1342418551922,   128340,      275,    7340,         0,            1,map3
1342418552122,   128340,      275,    7340,         0,            1,map3
1342418552322,   128340,      275,    7340,         0,            1,map3
1342418552534,   128340,      275,    7340,         0,            1,map3
1342418552734,   128340,      275,    7340,         0,            1,map3
1342418552934,   128340,      275,    7340,         0,            1,map3
1342418553134,   128340,      275,    7340,         0,            1,map3
1342418553334,   128340,      275,    7340,         0,            1,map3
1342418553534,   128340,      275,    7340,         0,            1,map3
1342418553734,   128340,      275,    7340,         0,            1,map3
1342418553935,   128340,      275,    7340,         0,            1,map3
1342418554135,   128340,      275,    7340,         0,            1,map3
1342418554337,   128340,      275,    7340,         0,            1,map3
1342418554537,   128340,      275,    7340,         0,            1,map3
