time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable
1342351695546,      421,      353,     165,      22,         3,            1,
1342351695758,     4541,      353,    1312,      32,         3,            1,
1342351695973,     9523,     1299,    2261,     569,         0,            1,
1342351696174,    17942,     1301,    2934,    3480,         0,            1,
1342351696424,    27925,     1301,    3343,    6697,         0,            1,
1342351696685,    46949,     1301,    3527,   12987,         0,            1,
1342351696939,    58812,     1301,    3681,   17472,         0,            1,
1342351697165,    70581,     1301,    3873,   21480,         0,            1,
1342351697737,    82793,     1301,    3964,   25524,         0,            1,
1342351697972,    92275,     1301,    4430,   28468,         0,            1,
1342351698212,   100611,     1301,    4996,   30973,         0,            1,
1342351698443,   109578,     1301,    5508,   33610,         0,            1,
1342351698678,   127414,     1301,    6018,   38820,         0,            1,
1342351698914,   138559,     1301,    6417,   42253,         0,            1,
1342351699129,   151663,     1301,    6977,   46210,         0,            1,
1342351699410,   171715,     1301,    7297,   53498,         0,            1,
1342351699893,   184694,     1301,    7253,   58999,         0,            1,
1342351700133,   196923,     1301,    7234,   63388,         0,            1,
1342351700410,   215471,     1301,    7622,   69918,         0,            1,
1342351700643,   238164,     1301,    8169,   77009,         0,            1,
1342351700878,   243920,     1301,    8683,   78107,         0,            1,
1342351701110,   259159,     1301,    9857,   81239,         0,            1,
1342351701342,   279673,     1301,   10730,   87083,         0,            1,
1342351701621,   289302,     1301,   11055,   89604,         0,            1,
1342351701855,   312315,     1301,   11639,   95913,         0,            1,
1342351702082,   332456,     1301,   11923,  102186,         0,            1,
1342351702344,   344082,     1301,   12160,  104848,         0,            1,
1342351702579,   364811,     1301,   13124,  109981,         0,            1,
1342351702794,   383097,     1301,   13766,  113911,         0,            1,
1342351703095,   393827,     1301,   14182,  116512,         0,            1,
1342351703328,   415798,     1301,   14876,  122809,         0,            1,
1342351703554,   439381,     1301,   15187,  130359,         0,            1,
1342351703823,   450559,     1301,   15411,  133254,         0,            1,
1342351704026,   469078,     1301,   16100,  137699,         0,            1,
1342351704249,   485497,     1301,   17001,  141086,         0,            1,
1342351704592,   500325,     1301,   18065,  143803,         0,            1,
1342351704820,   514076,     1301,   19477,  146962,         0,            1,
1342351705091,   532511,     1301,   20887,  150832,         0,            1,
1342351705431,   545310,     1301,   21712,  153469,         0,            1,
1342351705675,   561931,     1301,   22644,  156605,         0,            1,
1342351705896,   579757,     1301,   23297,  160336,         0,            1,
1342351706120,   594199,     1301,   23758,  164306,         0,            1,
1342351706360,   601279,     1301,   24110,  165594,         0,            1,
1342351706589,   620000,     1301,   24606,  169832,         0,            1,
1342351706820,   634934,     1301,   25300,  172652,         0,            1,
1342351707189,   650180,     1301,   25633,  176305,         0,            1,
1342351707411,   667133,     1301,   26451,  179099,         0,            1,
1342351707630,   684984,     1301,   27133,  183178,         0,            1,
1342351707996,   702523,     1301,   27886,  186328,         0,            1,
1342351708242,   721616,     1301,   28224,  191157,         0,            1,
1342351708508,   737121,     1301,   28516,  193982,         0,            1,
1342351710157,   756000,     1301,   28839,  198888,         0,            1,
1342351710389,   767955,     1301,   28969,  202440,         0,            1,
1342351710592,   778929,     1301,   29060,  205870,         0,            1,
