time         ,iter.    ,bestScore,live    ,dead
1342355625981,       68,      561,      21,      24
1342355628076,    35425,      575,    3149,   11375
1342355628276,    78755,      575,    8760,   24128
1342355628476,   111505,      575,   12689,   33298
1342355628677,   162714,      575,   17845,   48012
1342355628877,   190000,      575,   19860,   55956
1342355629077,   235755,      575,   24065,   69606
1342355629283,   253608,      575,   25602,   74561
1342355629483,   303266,      575,   29767,   88516
1342355629729,   330728,      575,   31754,   96870
1342355629930,   384561,      575,   35994,  111924
1342355630130,   409300,      575,   37672,  118793
1342355630330,   463587,      575,   40801,  134726
1342355631332,   488461,      575,   42626,  140918
1342355631532,   531816,      575,   46023,  152723
1342355631849,   563690,      575,   48288,  161293
1342355632049,   614050,      575,   52151,  174268
1342355632321,   639950,      575,   53685,  181563
1342355632521,   691984,      575,   58058,  195168
1342355632738,   716578,      575,   59255,  202009
1342355632939,   779522,      575,   62365,  219343
1342355633161,   798629,      575,   63326,  223686
1342355633361,   857038,      575,   66541,  239588
1342355633578,   878389,      575,   67860,  245172
1342355633778,   938066,      575,   71277,  260909
1342355633990,   959001,      575,   72675,  266227
1342355634190,  1020136,      575,   76125,  281588
1342355635726,  1041777,      575,   76972,  287527
1342355635926,  1105376,      575,   79578,  305212
1342355636126,  1130783,      575,   80889,  312328
1342355636326,  1189387,      575,   84331,  326754
1342355636645,  1206432,      575,   85269,  330643
1342355636845,  1268061,      575,   88512,  347468
1342355637050,  1289093,      575,   89594,  353006
1342355637250,  1346929,      575,   93019,  368269
1342355637471,  1369396,      575,   94170,  373810
1342355637671,  1426849,      575,   97846,  387973
1342355641437,  1449199,      575,   99173,  393431
1342355641638,  1449199,      575,   99173,  393431
