time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358945376,        0,        0,       1,      -1,        43,            0,map9
1342358945576,    13864,      816,    4479,    -616,         5,            1,map9
1342358945776,    26252,      824,    8316,   -1677,         2,            1,map9
1342358945976,    35714,      836,   11345,   -2380,         5,            1,map9
1342358946176,    42067,      874,   13353,   -2844,         2,            1,map9
1342358946377,    54365,      874,   17277,   -3650,         2,            1,map9
1342358946577,    63627,      874,   20162,   -4371,         2,            1,map9
1342358946777,    73751,      874,   22951,   -4982,         2,            1,map9
1342358946977,    83933,      882,   26205,   -6222,         2,            1,map9
1342358947177,    93591,      882,   29314,   -7308,         2,            1,map9
1342358947377,   102492,      882,   32055,   -8167,         2,            1,map9
1342358947578,   112536,      890,   35139,   -8621,         1,            1,map9
1342358947778,   122385,      890,   38121,   -9176,         1,            1,map9
1342358947978,   131755,      890,   41004,   -9909,         1,            1,map9
1342358948178,   138860,      891,   43210,  -10174,         1,            1,map9
1342358948378,   147194,      897,   45796,  -10394,         1,            1,map9
1342358948579,   156073,      909,   48430,  -11068,         1,            1,map9
1342358948779,   162162,      909,   50341,  -11425,         1,            1,map9
1342358948979,   170444,      909,   52869,  -11905,         1,            1,map9
1342358949179,   180420,      909,   55878,  -12453,         1,            1,map9
1342358949379,   188128,      909,   58074,  -12964,         1,            1,map9
1342358949579,   200063,      909,   61952,  -14293,         1,            1,map9
1342358949780,   211355,      909,   65246,  -15287,         1,            1,map9
1342358949980,   224545,      909,   68808,  -16975,         1,            1,map9
1342358950180,   237860,      909,   72365,  -17748,         1,            1,map9
1342358950380,   250150,      909,   75632,  -18532,         1,            1,map9
1342358950580,   260613,      909,   78963,  -19386,         1,            1,map9
1342358950780,   270275,      909,   81861,  -19908,         1,            1,map9
1342358950981,   279744,      909,   84693,  -20609,         1,            1,map9
1342358951181,   288074,      909,   87212,  -21086,         1,            1,map9
1342358951381,   298783,      909,   90590,  -21995,         1,            1,map9
1342358951581,   308298,      909,   93445,  -22720,         1,            1,map9
1342358951781,   314923,      909,   95416,  -23240,         1,            1,map9
1342358951981,   325817,      909,   98617,  -23974,         1,            1,map9
1342358952239,   336765,      909,  101744,  -24955,         1,            1,map9
1342358952440,   346328,      909,  104738,  -25968,         1,            1,map9
1342358952640,   356145,      909,  107763,  -26694,         1,            1,map9
1342358952840,   365103,      909,  110413,  -27564,         1,            1,map9
1342358953040,   375047,      909,  113657,  -29074,         1,            1,map9
1342358953271,   383285,      909,  115866,  -29697,         1,            1,map9
1342358953471,   396328,      909,  119029,  -30599,         1,            1,map9
1342358953671,   405862,      909,  122084,  -31732,         1,            1,map9
1342358953871,   412947,      909,  124095,  -32069,         1,            1,map9
1342358954071,   423267,      909,  127268,  -33069,         1,            1,map9
1342358954272,   430883,      909,  129546,  -33743,         1,            1,map9
1342358954472,   442920,      909,  133021,  -34716,         1,            1,map9
1342358954672,   448561,      909,  134736,  -35282,         1,            1,map9
1342358954872,   457948,      909,  137835,  -35814,         1,            1,map9
1342358955072,   463430,      909,  139481,  -36316,         1,            1,map9
1342358955272,   476519,      909,  143122,  -38190,         1,            1,map9
1342358955980,   481607,      909,  144621,  -38593,         1,            1,map9
1342358956180,   481607,      909,  144621,  -38593,         1,            1,map9
