time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342359451355,        0,        0,       0,       0,        18,            1,map5
1342359451556,    14489,      385,    2761,    1972,         1,            1,map5
1342359451756,    30118,      385,    5074,    4296,         1,            1,map5
1342359451956,    45636,      389,    7363,    6652,         1,            1,map5
1342359452156,    55532,      389,    8715,    8007,         1,            1,map5
1342359452356,    71806,      389,   10763,   10609,         1,            1,map5
1342359452556,    87112,      389,   13145,   12975,         1,            1,map5
1342359452756,   103475,      389,   15285,   15814,         1,            1,map5
1342359452957,   114599,      389,   16539,   17907,         1,            1,map5
1342359453157,   132766,      389,   17855,   21865,         1,            1,map5
1342359453357,   150407,      389,   19478,   25254,         1,            1,map5
1342359453568,   164478,      389,   20633,   28329,         1,            1,map5
1342359453769,   181451,      389,   22252,   31668,         1,            1,map5
1342359453969,   198682,      389,   23976,   35079,         1,            1,map5
1342359454169,   214422,      391,   26222,   37311,         1,            1,map5
1342359454369,   225997,      391,   27297,   39285,         1,            1,map5
1342359454569,   243535,      391,   28881,   42074,         1,            1,map5
1342359454769,   259713,      391,   31037,   44005,         1,            1,map5
1342359455023,   275915,      391,   32379,   46614,         1,            1,map5
1342359455223,   293998,      391,   33879,   50332,         1,            1,map5
1342359455423,   311663,      391,   35386,   53359,         1,            1,map5
1342359455687,   328500,      391,   36684,   55991,         1,            1,map5
1342359455887,   346198,      391,   38226,   58849,         1,            1,map5
1342359456087,   361943,      391,   39964,   61289,         1,            1,map5
1342359456376,   379048,      391,   41607,   64168,         1,            1,map5
1342359456576,   394805,      391,   44015,   65742,         1,            1,map5
1342359456777,   410750,      391,   46191,   67756,         1,            1,map5
1342359456977,   418996,      391,   47625,   68337,         1,            1,map5
1342359457177,   434759,      391,   49864,   69855,         1,            1,map5
1342359457377,   451548,      391,   51638,   72113,         1,            1,map5
1342359457577,   462668,      391,   52455,   74065,         1,            1,map5
1342359457777,   480156,      391,   54118,   76325,         1,            1,map5
1342359457977,   499472,      391,   55030,   80513,         1,            1,map5
1342359458178,   509415,      391,   56131,   81599,         1,            1,map5
1342359458378,   527011,      391,   57720,   84015,         1,            1,map5
1342359458609,   539671,      391,   59542,   85492,         1,            1,map5
1342359458809,   556280,      391,   61608,   87164,         1,            1,map5
1342359459009,   575474,      391,   62705,   90688,         1,            1,map5
1342359459209,   587415,      391,   63673,   92548,         1,            1,map5
1342359459409,   605988,      391,   64857,   95482,         1,            1,map5
1342359459609,   624186,      391,   66302,   98300,         1,            1,map5
1342359459809,   636862,      391,   67233,  100247,         1,            1,map5
1342359460010,   655794,      391,   68219,  103572,         1,            1,map5
1342359460240,   671650,      391,   69380,  106022,         1,            1,map5
1342359460440,   689901,      391,   70589,  107963,         1,            1,map5
1342359460640,   708025,      391,   71894,  110534,         1,            1,map5
1342359460840,   722872,      391,   72659,  112950,         1,            1,map5
1342359461040,   742350,      391,   73714,  115965,         1,            1,map5
1342359461241,   760469,      391,   74999,  118885,         1,            1,map5
1342359461441,   766686,      391,   75659,  119730,         1,            1,map5
