time         ,iter.    ,bestScore,live    ,dead
1342289168272,        0,        0,       0,       0
1342289168473,    55368,      279,     959,    7844
1342289168673,   105448,      280,    1430,   13317
1342289168873,   158095,      280,    1572,   18283
1342289169083,   202059,      280,    1716,   23541
1342289169283,   263355,      280,    1845,   30230
1342289169719,   273576,      280,    1862,   31001
1342289169919,   337894,      280,    2248,   38298
1342289170119,   368777,      280,    2485,   42217
1342289170349,   410384,      280,    2514,   46403
1342289170549,   469060,      280,    2424,   51809
1342289170749,   506620,      280,    2608,   55279
1342289170968,   552429,      280,    2727,   59007
1342289171168,   613131,      280,    2735,   64192
1342289171368,   623773,      280,    2794,   65654
