time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388930111,        0,        0,       1,      -1,        43,            0,map9
1342388930311,       15,      514,    5005,   -5005,        32,            0,map9
1342388930564,       17,      609,   11882,  -11882,        30,            0,map9
1342388930764,       18,      658,   15106,  -15106,        29,            0,map9
1342388930964,       19,      707,   17092,  -17092,        28,            0,map9
1342388931176,       20,      756,   14865,  -14865,        27,            0,map9
1342388931385,       21,      805,   16083,  -16083,        26,            0,map9
1342388931711,       21,      805,   16083,  -16083,        26,            0,map9
1342388931911,       22,      805,   15156,  -15156,        26,            0,map9
1342388932111,       23,      854,   15736,  -15736,        25,            0,map9
1342388932311,       24,      903,   15907,  -15907,        24,            0,map9
1342388932512,       25,      952,   16316,  -16316,        23,            0,map9
1342388932712,       26,     1001,   16628,  -16628,        22,            0,map9
1342388932913,       26,     1001,   16628,  -16628,        22,            0,map9
1342388933113,       27,     1050,   16977,  -16977,        21,            0,map9
1342388933313,       27,     1050,   17274,  -17274,        21,            0,map9
