time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342359420966,        0,        0,       1,      -1,        51,            1,map10
1342359421166,     3422,     1067,     710,     905,         0,            0,map10
1342359421366,     6827,     1067,    1201,    1573,         0,            0,map10
1342359421567,    10220,     1067,    1702,    1844,         0,            0,map10
1342359421767,    13311,     1067,    2119,    2272,         0,            0,map10
1342359421967,    16859,     1067,    2640,    2427,         0,            0,map10
1342359422167,    20480,     1067,    3136,    2325,         0,            0,map10
1342359422367,    24136,     1067,    3577,    2341,         0,            0,map10
1342359422567,    27836,     1067,    4020,    2315,         0,            0,map10
1342359422768,    31054,     1067,    4394,    2425,         0,            0,map10
1342359422968,    34875,     1067,    4806,    2432,         0,            0,map10
1342359423168,    38490,     1067,    5250,    2291,         0,            0,map10
1342359423368,    42351,     1067,    5670,    2108,         0,            0,map10
1342359423568,    46118,     1067,    6136,    1846,         0,            0,map10
1342359423769,    49226,     1067,    6475,    1700,         0,            0,map10
1342359423969,    53123,     1067,    6871,    1774,         0,            0,map10
1342359424169,    56948,     1067,    7298,    1601,         0,            0,map10
1342359424369,    60838,     1067,    7694,    1399,         0,            0,map10
1342359424574,    64518,     1067,    8096,    1258,         0,            0,map10
1342359424775,    68274,     1067,    8528,    1006,         0,            0,map10
1342359424975,    72399,     1067,    8889,     908,         0,            0,map10
1342359425175,    76138,     1067,    9331,     711,         0,            0,map10
1342359425375,    79811,     1067,    9771,     478,         0,            0,map10
1342359425575,    83338,     1067,   10190,     165,         0,            0,map10
1342359425775,    87096,     1067,   10610,       4,         0,            0,map10
1342359425976,    90904,     1067,   11059,    -284,         0,            0,map10
1342359426176,    94696,     1067,   11496,    -557,         0,            0,map10
1342359426376,    98497,     1067,   11938,    -956,         0,            0,map10
1342359426576,   102072,     1067,   12351,   -1280,         0,            0,map10
1342359426776,   105774,     1067,   12776,   -1538,         0,            0,map10
1342359426977,   109535,     1067,   13216,   -1822,         0,            0,map10
1342359427177,   113324,     1067,   13644,   -2099,         0,            0,map10
1342359427396,   117166,     1067,   14065,   -2464,         0,            0,map10
1342359427596,   121008,     1067,   14516,   -2791,         0,            0,map10
1342359427796,   124854,     1067,   14963,   -3149,         0,            0,map10
1342359427996,   128697,     1067,   15392,   -3523,         0,            0,map10
1342359428197,   132621,     1067,   15799,   -3891,         0,            0,map10
1342359428397,   135991,     1067,   16221,   -4158,         0,            0,map10
1342359428597,   139683,     1067,   16661,   -4517,         0,            0,map10
1342359428797,   143555,     1067,   17041,   -4743,         0,            0,map10
1342359428997,   147399,     1067,   17469,   -5019,         0,            0,map10
1342359429198,   151161,     1067,   17921,   -5400,         0,            0,map10
1342359429398,   154439,     1067,   18312,   -5730,         0,            0,map10
1342359429598,   158280,     1067,   18748,   -6100,         0,            0,map10
1342359429798,   161939,     1067,   19214,   -6391,         0,            0,map10
1342359429998,   165790,     1067,   19614,   -6767,         0,            0,map10
1342359430199,   169588,     1067,   20066,   -7196,         0,            0,map10
1342359430399,   172794,     1067,   20421,   -7498,         0,            0,map10
1342359430599,   176708,     1067,   20840,   -7855,         0,            0,map10
1342359430799,   180665,     1067,   21223,   -8109,         0,            0,map10
1342359430999,   183846,     1067,   21582,   -8422,         0,            0,map10
