time         ,iter.    ,bestScore,live    ,dead
1342355580404,        0,        0,       0,       0
1342355580608,     1324,     1067,     342,     366
1342355580808,     2475,     1067,     541,     693
1342355581009,     4064,     1067,     810,    1066
1342355581209,     6987,     1067,    1231,    1577
1342355581410,     9786,     1067,    1643,    1763
1342355581611,    12118,     1067,    1960,    2029
1342355581815,    15051,     1067,    2375,    2474
1342355582015,    16949,     1067,    2650,    2460
1342355582215,    20522,     1067,    3141,    2331
1342355582416,    22986,     1067,    3425,    2370
1342355582616,    26205,     1067,    3787,    2315
1342355582816,    29218,     1067,    4201,    2283
1342355583017,    31820,     1067,    4505,    2433
1342355583656,    32281,     1067,    4547,    2450
1342355583856,    36014,     1067,    4944,    2444
1342355584056,    39716,     1067,    5379,    2210
1342355584256,    43043,     1067,    5745,    2079
1342355584456,    46889,     1067,    6211,    1816
1342355584656,    50798,     1067,    6629,    1679
1342355584857,    54304,     1067,    6988,    1772
1342355585057,    58235,     1067,    7435,    1541
1342355585258,    62330,     1067,    7837,    1360
1342355585458,    65691,     1067,    8238,    1162
1342355585658,    69621,     1067,    8681,    1081
1342355585858,    73872,     1067,    9049,     800
1342355586058,    77445,     1067,    9498,     619
1342355586258,    81294,     1067,    9959,     333
1342355586465,    84955,     1067,   10397,      73
1342355586665,    88894,     1067,   10826,    -179
1342355586865,    92781,     1067,   11282,    -453
1342355587065,    96438,     1067,   11723,    -760
1342355587265,   100430,     1067,   12167,   -1123
1342355587465,   104300,     1067,   12622,   -1442
1342355587665,   107780,     1067,   12987,   -1609
1342355587865,   111644,     1067,   13434,   -1925
1342355588065,   115555,     1067,   13888,   -2306
1342355588266,   119257,     1067,   14325,   -2701
1342355588466,   123194,     1067,   14788,   -3018
1342355588680,   127166,     1067,   15213,   -3370
1342355588880,   131118,     1067,   15655,   -3747
1342355589080,   135059,     1067,   16099,   -4059
1342355589280,   138720,     1067,   16530,   -4395
1342355589480,   142616,     1067,   16966,   -4711
1342355589680,   146588,     1067,   17371,   -4937
1342355589880,   150122,     1067,   17786,   -5265
1342355590080,   153945,     1067,   18269,   -5697
1342355590280,   157855,     1067,   18683,   -6046
1342355590481,   161086,     1067,   19103,   -6344
1342355590681,   164871,     1067,   19512,   -6680
1342355590881,   168740,     1067,   19979,   -7114
1342355591081,   172429,     1067,   20398,   -7475
1342355591281,   176314,     1067,   20795,   -7823
1342355591481,   180314,     1067,   21213,   -8132
1342355591681,   184091,     1067,   21624,   -8434
1342355591881,   187942,     1067,   22086,   -8795
1342355592081,   191664,     1067,   22511,   -9168
1342355592281,   195541,     1067,   22945,   -9568
1342355592481,   199570,     1067,   23341,   -9928
1342355592681,   203179,     1067,   23692,  -10233
1342355592882,   206836,     1067,   24089,  -10615
1342355593082,   210432,     1067,   24492,  -11011
1342355593282,   213824,     1067,   24888,  -11364
1342355593482,   217700,     1067,   25324,  -11757
1342355593682,   221681,     1067,   25750,  -11981
1342355593882,   225281,     1067,   26204,  -12408
1342355594082,   229191,     1067,   26651,  -12756
1342355594290,   233081,     1067,   27161,  -13146
1342355594501,   235578,     1067,   27503,  -13433
1342355594701,   239173,     1067,   27913,  -13808
1342355594901,   242257,     1067,   28293,  -14110
1342355595101,   242266,     1067,   28290,  -14107
1342355595301,   245868,     1067,   28719,  -14497
1342355595502,   247655,     1067,   28894,  -14661
