time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358873378,        0,        0,       0,       0,        12,            1,map7
1342358873578,    20863,      869,    1495,    2668,         0,            1,map7
1342358873778,    61030,      869,    3835,    6447,         0,            1,map7
1342358873978,   101312,      869,    6092,   10289,         0,            1,map7
1342358874178,   138438,      869,    6971,   13123,         0,            1,map7
1342358874378,   180706,      869,    8601,   16768,         0,            1,map7
1342358874578,   209361,      869,   10000,   18327,         0,            1,map7
1342358874779,   212413,      869,   10067,   18664,         0,            1,map7
1342358874979,   250512,      869,   11536,   21146,         0,            1,map7
1342358875179,   298491,      869,   12604,   23454,         0,            1,map7
1342358875379,   335649,      869,   14075,   24718,         0,            1,map7
1342358875579,   380391,      869,   15550,   26499,         0,            1,map7
1342358875783,   416534,      869,   17101,   28029,         0,            1,map7
1342358875983,   460274,      869,   18697,   29488,         0,            1,map7
1342358876184,   503054,      869,   19635,   32284,         0,            1,map7
1342358876384,   542581,      869,   20435,   33741,         0,            1,map7
1342358876584,   595010,      869,   20702,   35703,         0,            1,map7
1342358876917,   630483,      869,   21004,   36944,         0,            1,map7
1342358877117,   677315,      869,   21445,   38527,         0,            1,map7
1342358877317,   726035,      869,   21944,   39747,         0,            1,map7
1342358877517,   768515,      869,   22705,   40416,         0,            1,map7
1342358877717,   813012,      869,   23099,   42029,         0,            1,map7
1342358877918,   853343,      869,   23497,   43819,         0,            1,map7
1342358878118,   898340,      869,   23990,   45458,         0,            1,map7
1342358878318,   942526,      869,   24561,   46789,         0,            1,map7
1342358878518,   980231,      869,   25628,   47552,         0,            1,map7
1342358878718,  1025891,      869,   26961,   48222,         0,            1,map7
1342358878918,  1065894,      869,   27674,   48839,         0,            1,map7
1342358879118,  1113643,      869,   28150,   49580,         0,            1,map7
1342358879336,  1156336,      869,   28585,   50498,         0,            1,map7
1342358879536,  1202676,      869,   28946,   51371,         0,            1,map7
1342358879736,  1249087,      869,   29444,   52365,         0,            1,map7
1342358879936,  1289393,      869,   30397,   52738,         0,            1,map7
1342358880137,  1333242,      869,   32062,   53387,         0,            1,map7
1342358880612,  1368823,      869,   33402,   53709,         0,            1,map7
1342358880812,  1414272,      869,   33989,   55112,         0,            1,map7
1342358881013,  1465342,      869,   34755,   55859,         0,            1,map7
1342358881213,  1507713,      869,   35253,   57203,         0,            1,map7
1342358881413,  1559875,      869,   36219,   58510,         0,            1,map7
1342358881613,  1599233,      869,   36651,   59096,         0,            1,map7
1342358881813,  1648024,      869,   37512,   59596,         0,            1,map7
1342358882013,  1684102,      869,   38607,   60050,         0,            1,map7
1342358882214,  1715243,      869,   39199,   60489,         0,            1,map7
1342358882414,  1762021,      869,   39636,   61486,         0,            1,map7
1342358882614,  1817048,      869,   39843,   61820,         0,            1,map7
1342358882814,  1863824,      869,   40090,   61956,         0,            1,map7
1342358883014,  1912676,      869,   40203,   62724,         0,            1,map7
1342358883214,  1954432,      869,   41058,   62807,         0,            1,map7
1342358883415,  1996240,      869,   41023,   63401,         0,            1,map7
