time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342359410584,        0,        0,       1,      -1,        12,            1,map7
1342359410784,     7547,      869,    1387,     721,         0,            1,map7
1342359410984,    14361,      869,    2381,    1262,         0,            1,map7
1342359411184,    27442,      869,    4170,    2442,         0,            1,map7
1342359411399,    76995,      869,    8021,    7501,         0,            1,map7
1342359411599,   132685,      869,   12767,   10524,         0,            1,map7
1342359411799,   188849,      869,   16881,   13667,         0,            1,map7
1342359411999,   234997,      869,   19534,   16070,         0,            1,map7
1342359412199,   294629,      869,   22679,   19448,         0,            1,map7
1342359412400,   354405,      869,   25907,   23868,         0,            1,map7
1342359412653,   366436,      869,   26491,   24517,         0,            1,map7
1342359412853,   428768,      869,   29246,   27601,         0,            1,map7
1342359413053,   490688,      869,   32498,   29951,         0,            1,map7
1342359413253,   540929,      869,   36133,   30932,         0,            1,map7
1342359413453,   606252,      869,   38399,   33377,         0,            1,map7
1342359413654,   656426,      869,   40803,   35029,         0,            1,map7
1342359413854,   720000,      869,   43611,   37342,         0,            1,map7
1342359414054,   787235,      869,   45795,   40111,         0,            1,map7
1342359414254,   833750,      869,   47800,   41566,         0,            1,map7
1342359414454,   895888,      869,   50707,   43086,         0,            1,map7
1342359414947,   937946,      869,   52765,   43623,         0,            1,map7
1342359415147,   995516,      869,   55304,   43914,         0,            1,map7
1342359415347,  1062644,      869,   57619,   44438,         0,            1,map7
1342359415547,  1112802,      869,   59155,   45131,         0,            1,map7
1342359415747,  1175000,      869,   61337,   45305,         0,            1,map7
1342359415965,  1234472,      869,   63402,   45443,         0,            1,map7
1342359416166,  1302890,      869,   64993,   47168,         0,            1,map7
1342359416366,  1373245,      869,   66417,   47834,         0,            1,map7
1342359416566,  1430000,      869,   68615,   48483,         0,            1,map7
1342359416766,  1501462,      869,   71367,   48744,         0,            1,map7
1342359416966,  1555570,      869,   73403,   48350,         0,            1,map7
1342359417166,  1622056,      869,   75383,   47728,         0,            1,map7
1342359417367,  1695387,      869,   76280,   48441,         0,            1,map7
1342359417567,  1749887,      869,   77515,   48920,         0,            1,map7
1342359417767,  1818592,      869,   78795,   49806,         0,            1,map7
1342359417967,  1874258,      869,   79883,   50137,         0,            1,map7
1342359418167,  1938959,      869,   82575,   49222,         0,            1,map7
1342359418367,  2005110,      869,   83881,   49494,         0,            1,map7
1342359418922,  2021614,      869,   84161,   50323,         0,            1,map7
1342359419122,  2087303,      869,   85245,   52787,         0,            1,map7
1342359419322,  2154186,      869,   86586,   52902,         0,            1,map7
1342359419523,  2213980,      869,   86884,   54145,         0,            1,map7
1342359419723,  2280000,      869,   88402,   54387,         0,            1,map7
1342359419944,  2342578,      869,   90220,   53651,         0,            1,map7
1342359420145,  2413966,      869,   90942,   54522,         0,            1,map7
1342359420345,  2481996,      869,   91941,   54961,         0,            1,map7
1342359420545,  2532579,      869,   93090,   55493,         0,            1,map7
1342359420745,  2544304,      869,   93689,   55422,         0,            1,map7
