time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388872002,        0,        0,       0,       0,        25,            1,beard3
1342388872208,       14,      718,    5899,   -5899,        10,            1,beard3
1342388872410,       15,      718,   10409,  -10409,        10,            1,beard3
1342388872610,       16,      762,   14167,  -14167,         9,            1,beard3
1342388872810,       16,      762,   14167,  -14167,         9,            1,beard3
1342388873014,       17,      762,   17611,  -17611,         9,            1,beard3
1342388873214,       17,      762,   17611,  -17611,         9,            1,beard3
1342388873414,       18,      802,   15319,  -15319,         8,            1,beard3
1342388873614,       18,      802,   15319,  -15319,         8,            1,beard3
1342388873902,       18,      802,   15319,  -15319,         8,            1,beard3
1342388874102,       19,      848,   16123,  -16123,         7,            1,beard3
1342388874302,       19,      848,   16123,  -16123,         7,            1,beard3
1342388874502,       20,      865,   15020,  -15020,         7,            1,beard3
1342388874708,       20,      865,   15020,  -15020,         7,            1,beard3
1342388874908,       21,      914,   15264,  -15264,         6,            1,beard3
1342388875109,       21,      914,   14760,  -14760,         6,            1,beard3
