time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342354085309,      127,      210,      14,      32,         0,            1,map1
1342354085542,     8051,      212,     101,    1152,         0,            1,map1
1342354085783,    11947,      212,       0,    1553,         0,            1,map1
1342354085827,      242,      986,     167,      10,         3,            0,map10
1342354086066,     2490,      986,    1264,       8,         3,            0,map10
1342354086292,     3996,      986,    2237,     -92,         3,            0,map10
1342354086507,     5320,      986,    3027,    -167,         3,            0,map10
1342354086780,     6829,      986,    3987,    -152,         3,            0,map10
1342354087045,     6950,      986,    4051,    -199,         3,            0,map10
1342354087084,     3292,       68,     395,      75,         1,            1,map2
1342354087352,    15000,       83,    1119,     404,         0,            0,map2
1342354087633,    29350,       83,    2123,     757,         0,            0,map2
1342354087868,    40471,       83,    2834,    1274,         0,            0,map2
1342354088117,    48911,       83,    3167,    1796,         0,            0,map2
1342354088168,     2111,      275,     295,     474,         0,            1,map3
1342354088449,    12136,      275,    1122,    3573,         0,            1,map3
1342354088786,    21275,      275,    1681,    6465,         0,            1,map3
1342354089083,    30297,      275,    2247,    9134,         0,            1,map3
1342354089285,    31579,      275,    2273,    9514,         0,            1,map3
1342354089324,     1746,      575,     253,     597,         0,            1,map4
1342354089604,     8247,      575,    1325,    2618,         0,            1,map4
1342354089858,    12909,      575,    2142,    4168,         0,            1,map4
1342354090098,    21559,      575,    3142,    6826,         0,            1,map4
1342354090341,    28972,      575,    3960,    8870,         0,            1,map4
1342354090413,      624,      353,     249,      22,         3,            1,map5
1342354090654,     3125,      353,     932,      48,         3,            1,map5
1342354090917,     5646,      353,    1584,     -22,         3,            1,map5
1342354091190,    11222,     1299,    2440,    1081,         0,            1,map5
1342354091390,    15876,     1301,    2797,    2768,         0,            1,map5
1342354091477,     1723,      337,     414,     114,         1,            1,map6
1342354091809,     7528,      337,     916,     532,         1,            1,map6
1342354092045,    12902,      337,     934,    1650,         1,            1,map6
1342354092318,    20121,      337,     951,    3189,         1,            1,map6
1342354092526,    21952,      337,     926,    3716,         1,            1,map6
1342354092579,     2192,      867,     394,     247,         0,            1,map7
1342354092855,    10000,      869,    1473,     968,         0,            1,map7
1342354093081,    18688,      869,    2347,    1871,         0,            1,map7
1342354093375,    29808,      869,    3598,    2544,         0,            1,map7
1342354093592,    35584,      869,    4248,    2989,         0,            1,map7
1342354093717,     2392,      397,    1066,    -223,        10,            0,map8
1342354093926,     3883,      506,    1627,    -228,         3,            0,map8
1342354094199,     8707,      575,    2749,    -116,         0,            0,map8
1342354094488,    13863,      575,    3709,       8,         0,            0,map8
1342354094723,    16083,      575,    4171,     -69,         0,            0,map8
1342354094779,      633,      714,     310,       7,        11,            0,map9
1342354095021,     2169,      714,     901,    -128,        11,            0,map9
1342354095267,     3850,      714,    1629,    -282,        11,            0,map9
1342354095525,     5918,      714,    2486,    -441,        11,            0,map9
1342354095750,     7009,      714,    2964,    -517,        11,            0,map9

