time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358764519,       94,      397,      37,       1,        10,            0,map8
1342358764719,     4012,      566,     985,    -103,         1,            0,map8
1342358764919,    12384,      572,    2262,    -255,         1,            0,map8
1342358765120,    27557,      572,    4679,   -1409,         1,            0,map8
1342358765320,    41331,      577,    6934,   -2410,         0,            0,map8
1342358765520,    50000,      577,    8695,   -2928,         0,            0,map8
1342358765538,        0,        0,       0,       0,        12,            1,map7
1342358765738,    16980,      869,    1362,    2142,         0,            1,map7
1342358765938,    53224,      869,    3290,    5781,         0,            1,map7
1342358766138,    85666,      869,    5387,    8673,         0,            1,map7
1342358766339,   122426,      869,    6808,   11800,         0,            1,map7
1342358766539,   162978,      869,    8035,   15353,         0,            1,map7
1342358766574,        0,        0,       1,      -1,         3,            1,map1
1342358766774,    12578,      212,       0,    1502,         0,            1,map1
1342358766781,        0,        0,       0,       0,        51,            1,map10
1342358766981,     2210,     1067,     496,     623,         0,            0,map10
1342358767181,     5732,     1067,    1053,    1385,         0,            0,map10
1342358767381,     9326,     1067,    1568,    1713,         0,            0,map10
1342358767581,    13041,     1067,    2081,    2246,         0,            0,map10
1342358767781,    16365,     1067,    2572,    2465,         0,            0,map10
1342358767814,        0,        0,       1,      -1,         4,            1,map3
1342358768015,    29165,      275,    2391,    8678,         0,            1,map3
1342358768215,    63852,      275,    3589,   18902,         0,            1,map3
1342358768486,    90571,      275,    3816,   26551,         0,            1,map3
1342358768686,   126423,      275,    5269,   36550,         0,            1,map3
1342358768886,   147577,      275,    6816,   41269,         0,            1,map3
1342358768948,        0,        0,       0,       0,         4,            1,map2
1342358769148,    59997,      262,     235,    5117,         0,            1,map2
1342358769348,   111924,      262,     636,    5447,         0,            1,map2
1342358769548,   182366,      262,    2587,    9098,         0,            1,map2
1342358769748,   246447,      262,    3953,   13451,         0,            1,map2
1342358769949,   297579,      262,    6139,   16689,         0,            1,map2
1342358769982,        0,        0,       1,      -1,        18,            1,map5
1342358770183,    14647,      391,    2793,    1624,         1,            1,map5
1342358770383,    31050,     1291,    4990,    4648,         0,            1,map5
1342358770583,    47473,     1297,    6983,    9723,         0,            1,map5
1342358770783,    61088,     1299,    8657,   13883,         0,            1,map5
1342358770983,    68128,     1299,    9080,   16414,         0,            1,map5
1342358771104,        0,        0,       0,       0,        17,            1,map6
1342358771304,    23786,     1161,    2299,    3154,         0,            1,map6
1342358771504,    48613,     1161,    4543,    6463,         0,            1,map6
1342358771704,    71682,     1163,    6821,    9419,         0,            1,map6
1342358771904,    95573,     1165,    9508,   12369,         0,            1,map6
1342358772105,   131018,     1165,   11329,   19510,         0,            1,map6
1342358772138,        0,        0,       1,      -1,         8,            1,map4
1342358772338,    33972,      575,    1208,   11626,         0,            1,map4
1342358772539,    61692,      575,    3010,   22118,         0,            1,map4
1342358772739,    91868,      575,    4904,   32731,         0,            1,map4
1342358772939,   114964,      575,    6599,   40765,         0,            1,map4
1342358773139,   143226,      575,    8905,   50425,         0,            1,map4
1342358773168,        0,        0,       0,      -1,        43,            0,map9
1342358773369,    13913,      816,    4493,    -616,         5,            1,map9
1342358773593,    20617,      824,    6613,   -1061,         2,            1,map9
1342358773793,    31591,      836,    9989,   -2007,         5,            1,map9
1342358773994,    39442,      874,   12587,   -2524,         2,            1,map9
1342358774194,    48246,      874,   15293,   -3400,         2,            1,map9

