time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342358863343,        0,        0,       1,      -1,        28,            1,map8
1342358863543,     2823,      564,     746,     -52,         1,            0,map8
1342358863743,     8947,      572,    1717,    -150,         1,            0,map8
1342358863944,    18716,      572,    3246,    -641,         1,            0,map8
1342358864144,    34762,      572,    5918,   -1905,         1,            0,map8
1342358864344,    42064,      577,    6936,   -2378,         0,            0,map8
1342358864544,    58282,      585,   10141,   -3480,         0,            0,map8
1342358864744,    86647,      585,   14309,   -5342,         0,            0,map8
1342358864944,   114609,      585,   18663,   -7319,         0,            0,map8
1342358865149,   149190,      585,   23669,   -9105,         0,            0,map8
1342358865349,   180766,      585,   27981,  -12029,         0,            0,map8
1342358865549,   186281,      585,   28580,  -11193,         0,            0,map8
1342358865750,   191130,      585,   29254,  -10495,         0,            0,map8
1342358865950,   196846,      585,   29516,   -9397,         0,            0,map8
1342358866150,   203476,      585,   29830,   -8337,         0,            0,map8
1342358866350,   210052,      585,   30081,   -7317,         0,            0,map8
1342358866550,   216465,      585,   30438,   -6443,         0,            0,map8
1342358866750,   222679,      585,   30615,   -5427,         0,            0,map8
1342358866950,   229587,      585,   30819,   -4335,         0,            0,map8
1342358867151,   237033,      585,   30875,   -3074,         0,            0,map8
1342358867351,   244113,      585,   30993,   -1661,         0,            0,map8
1342358867551,   250262,      585,   31388,    -664,         0,            0,map8
1342358867751,   252017,      585,   31516,    -441,         0,            0,map8
1342358867951,   259059,      585,   31706,     782,         0,            0,map8
1342358868151,   265827,      585,   31967,    1918,         0,            0,map8
1342358868351,   273037,      585,   32103,    3243,         0,            0,map8
1342358868552,   280076,      585,   32322,    4326,         0,            0,map8
1342358868752,   287044,      585,   32483,    5313,         0,            0,map8
1342358868952,   294656,      585,   32457,    6768,         0,            0,map8
1342358869152,   302063,      585,   32531,    7996,         0,            0,map8
1342358869352,   309442,      585,   32552,    9310,         0,            0,map8
1342358869552,   316682,      585,   32651,   10373,         0,            0,map8
1342358869752,   323816,      585,   32600,   11470,         0,            0,map8
1342358869952,   330828,      585,   32756,   12491,         0,            0,map8
1342358870153,   337943,      585,   32939,   13377,         0,            0,map8
1342358870353,   344577,      585,   33181,   14263,         0,            0,map8
1342358870553,   350713,      585,   33495,   14920,         0,            0,map8
1342358870753,   356909,      585,   33900,   15518,         0,            0,map8
1342358870953,   363722,      585,   34096,   16521,         0,            0,map8
1342358871153,   371020,      585,   34163,   17879,         0,            0,map8
1342358871353,   377779,      585,   34397,   18952,         0,            0,map8
1342358871554,   384424,      585,   34468,   19921,         0,            0,map8
1342358871754,   391724,      585,   34568,   20851,         0,            0,map8
1342358871954,   398755,      585,   34753,   21799,         0,            0,map8
1342358872154,   405839,      585,   34915,   22719,         0,            0,map8
1342358872354,   413272,      585,   34900,   23725,         0,            0,map8
1342358872554,   420026,      585,   34940,   24475,         0,            0,map8
1342358872754,   427128,      585,   35090,   25262,         0,            0,map8
1342358872954,   434139,      585,   35330,   26170,         0,            0,map8
1342358873155,   441392,      585,   35456,   27256,         0,            0,map8
1342358873355,   448590,      585,   35410,   28301,         0,            0,map8
1342358873378,        0,        0,       0,       0,        12,            1,map7
1342358873578,    20863,      869,    1495,    2668,         0,            1,map7
1342358873778,    61030,      869,    3835,    6447,         0,            1,map7
1342358873978,   101312,      869,    6092,   10289,         0,            1,map7
1342358874178,   138438,      869,    6971,   13123,         0,            1,map7
1342358874378,   180706,      869,    8601,   16768,         0,            1,map7
1342358874578,   209361,      869,   10000,   18327,         0,            1,map7
1342358874779,   212413,      869,   10067,   18664,         0,            1,map7
1342358874979,   250512,      869,   11536,   21146,         0,            1,map7
1342358875179,   298491,      869,   12604,   23454,         0,            1,map7
1342358875379,   335649,      869,   14075,   24718,         0,            1,map7
1342358875579,   380391,      869,   15550,   26499,         0,            1,map7
1342358875783,   416534,      869,   17101,   28029,         0,            1,map7
1342358875983,   460274,      869,   18697,   29488,         0,            1,map7
1342358876184,   503054,      869,   19635,   32284,         0,            1,map7
1342358876384,   542581,      869,   20435,   33741,         0,            1,map7
1342358876584,   595010,      869,   20702,   35703,         0,            1,map7
1342358876917,   630483,      869,   21004,   36944,         0,            1,map7
1342358877117,   677315,      869,   21445,   38527,         0,            1,map7
1342358877317,   726035,      869,   21944,   39747,         0,            1,map7
1342358877517,   768515,      869,   22705,   40416,         0,            1,map7
1342358877717,   813012,      869,   23099,   42029,         0,            1,map7
1342358877918,   853343,      869,   23497,   43819,         0,            1,map7
1342358878118,   898340,      869,   23990,   45458,         0,            1,map7
1342358878318,   942526,      869,   24561,   46789,         0,            1,map7
1342358878518,   980231,      869,   25628,   47552,         0,            1,map7
1342358878718,  1025891,      869,   26961,   48222,         0,            1,map7
1342358878918,  1065894,      869,   27674,   48839,         0,            1,map7
1342358879118,  1113643,      869,   28150,   49580,         0,            1,map7
1342358879336,  1156336,      869,   28585,   50498,         0,            1,map7
1342358879536,  1202676,      869,   28946,   51371,         0,            1,map7
1342358879736,  1249087,      869,   29444,   52365,         0,            1,map7
1342358879936,  1289393,      869,   30397,   52738,         0,            1,map7
1342358880137,  1333242,      869,   32062,   53387,         0,            1,map7
1342358880612,  1368823,      869,   33402,   53709,         0,            1,map7
1342358880812,  1414272,      869,   33989,   55112,         0,            1,map7
1342358881013,  1465342,      869,   34755,   55859,         0,            1,map7
1342358881213,  1507713,      869,   35253,   57203,         0,            1,map7
1342358881413,  1559875,      869,   36219,   58510,         0,            1,map7
1342358881613,  1599233,      869,   36651,   59096,         0,            1,map7
1342358881813,  1648024,      869,   37512,   59596,         0,            1,map7
1342358882013,  1684102,      869,   38607,   60050,         0,            1,map7
1342358882214,  1715243,      869,   39199,   60489,         0,            1,map7
1342358882414,  1762021,      869,   39636,   61486,         0,            1,map7
1342358882614,  1817048,      869,   39843,   61820,         0,            1,map7
1342358882814,  1863824,      869,   40090,   61956,         0,            1,map7
1342358883014,  1912676,      869,   40203,   62724,         0,            1,map7
1342358883214,  1954432,      869,   41058,   62807,         0,            1,map7
1342358883415,  1996240,      869,   41023,   63401,         0,            1,map7
1342358883427,        0,        0,       0,       0,         3,            1,map1
1342358883628,    12578,      212,       0,    1502,         0,            1,map1
1342358883632,        0,        0,       0,       0,        51,            1,map10
1342358883832,     3876,     1067,     783,    1029,         0,            0,map10
1342358884033,     7773,     1067,    1345,    1620,         0,            0,map10
1342358884233,    11198,     1067,    1830,    1910,         0,            0,map10
1342358884433,    15133,     1067,    2393,    2494,         0,            0,map10
1342358884633,    19161,     1067,    2973,    2383,         0,            0,map10
1342358884833,    23422,     1067,    3468,    2374,         0,            0,map10
1342358885033,    27209,     1067,    3933,    2337,         0,            0,map10
1342358885234,    31264,     1067,    4425,    2400,         0,            0,map10
1342358885434,    35589,     1067,    4887,    2463,         0,            0,map10
1342358885634,    39840,     1067,    5394,    2212,         0,            0,map10
1342358885834,    44232,     1067,    5895,    2009,         0,            0,map10
1342358886034,    48145,     1067,    6349,    1765,         0,            0,map10
1342358886234,    52334,     1067,    6816,    1805,         0,            0,map10
1342358886434,    56732,     1067,    7277,    1622,         0,            0,map10
1342358886635,    61192,     1067,    7727,    1397,         0,            0,map10
1342358886918,    65127,     1067,    8167,    1223,         0,            0,map10
1342358887118,    69363,     1067,    8651,    1052,         0,            0,map10
1342358887318,    73906,     1067,    9048,     804,         0,            0,map10
1342358887518,    78086,     1067,    9572,     615,         0,            0,map10
1342358887718,    82442,     1067,   10074,     224,         0,            0,map10
1342358887918,    86566,     1067,   10563,       4,         0,            0,map10
1342358888119,    90869,     1067,   11055,    -285,         0,            0,map10
1342358888319,    95129,     1067,   11543,    -593,         0,            0,map10
1342358888519,    99410,     1067,   12064,   -1035,         0,            0,map10
1342358888719,   103535,     1067,   12527,   -1399,         0,            0,map10
1342358888919,   107897,     1067,   13006,   -1623,         0,            0,map10
1342358889119,   112113,     1067,   13487,   -1978,         0,            0,map10
1342358889319,   116336,     1067,   13953,   -2365,         0,            0,map10
1342358889520,   120566,     1067,   14466,   -2750,         0,            0,map10
1342358889720,   124574,     1067,   14943,   -3138,         0,            0,map10
1342358889920,   128873,     1067,   15420,   -3541,         0,            0,map10
1342358890120,   133234,     1067,   15868,   -3934,         0,            0,map10
1342358890320,   137317,     1067,   16380,   -4264,         0,            0,map10
1342358890520,   141259,     1067,   16817,   -4612,         0,            0,map10
1342358890720,   145603,     1067,   17258,   -4851,         0,            0,map10
1342358890921,   149897,     1067,   17771,   -5250,         0,            0,map10
1342358891121,   154101,     1067,   18286,   -5704,         0,            0,map10
1342358891321,   158372,     1067,   18760,   -6099,         0,            0,map10
1342358891521,   162222,     1067,   19240,   -6411,         0,            0,map10
1342358891721,   166601,     1067,   19712,   -6856,         0,            0,map10
1342358891921,   170905,     1067,   20215,   -7296,         0,            0,map10
1342358892121,   175261,     1067,   20693,   -7730,         0,            0,map10
1342358892322,   179252,     1067,   21113,   -8086,         0,            0,map10
1342358892522,   183708,     1067,   21562,   -8413,         0,            0,map10
1342358892722,   187950,     1067,   22086,   -8795,         0,            0,map10
1342358892922,   192258,     1067,   22582,   -9220,         0,            0,map10
1342358893122,   196447,     1067,   23028,   -9636,         0,            0,map10
1342358893322,   200358,     1067,   23414,   -9998,         0,            0,map10
1342358893522,   204824,     1067,   23853,  -10393,         0,            0,map10
1342358893723,   207063,     1067,   24116,  -10642,         0,            0,map10
1342358893743,        0,        0,       0,       0,         4,            1,map3
1342358893943,    30735,      275,    2471,    9096,         0,            1,map3
1342358894143,    62327,      275,    3574,   18416,         0,            1,map3
1342358894343,   104866,      275,    4277,   30665,         0,            1,map3
1342358894543,   141153,      275,    6361,   39859,         0,            1,map3
1342358894743,   167155,      275,    7707,   46034,         0,            1,map3
1342358894944,   207632,      275,    9296,   55591,         0,            1,map3
1342358895195,   247660,      275,   10648,   64756,         0,            1,map3
1342358895395,   289269,      275,   12116,   74483,         0,            1,map3
1342358895595,   327907,      275,   13667,   82146,         0,            1,map3
1342358895795,   353495,      275,   13923,   88249,         0,            1,map3
1342358895995,   400504,      275,   14456,   98145,         0,            1,map3
1342358896252,   439846,      275,   15386,  105398,         0,            1,map3
1342358896452,   480927,      275,   16674,  113092,         0,            1,map3
1342358896652,   521143,      275,   18234,  120434,         0,            1,map3
1342358897073,   525566,      275,   18308,  121397,         0,            1,map3
1342358897273,   569722,      275,   19227,  129647,         0,            1,map3
1342358897473,   605948,      275,   19702,  137493,         0,            1,map3
1342358897673,   646865,      275,   20377,  145377,         0,            1,map3
1342358897885,   686194,      275,   20896,  152915,         0,            1,map3
1342358898085,   729248,      275,   21908,  160176,         0,            1,map3
1342358898304,   768026,      275,   22016,  168624,         0,            1,map3
1342358898504,   805760,      275,   22542,  175411,         0,            1,map3
1342358898766,   844850,      275,   23667,  181752,         0,            1,map3
1342358898966,   884585,      275,   24962,  187908,         0,            1,map3
1342358899198,   924077,      275,   25852,  194893,         0,            1,map3
1342358899398,   965546,      275,   27123,  201057,         0,            1,map3
1342358900151,  1008281,      275,   27513,  208743,         0,            1,map3
1342358900351,  1050782,      275,   27943,  216160,         0,            1,map3
1342358900551,  1095484,      275,   27971,  224109,         0,            1,map3
1342358900752,  1132697,      275,   28008,  231226,         0,            1,map3
1342358900952,  1175486,      275,   28548,  238029,         0,            1,map3
1342358901152,  1211610,      275,   29128,  242481,         0,            1,map3
1342358901352,  1259714,      275,   29306,  250325,         0,            1,map3
1342358901552,  1291899,      275,   29159,  255690,         0,            1,map3
1342358901752,  1336855,      275,   29312,  264348,         0,            1,map3
1342358901953,  1372346,      275,   29310,  272366,         0,            1,map3
1342358902153,  1418733,      275,   29579,  279741,         0,            1,map3
1342358902353,  1462462,      275,   29822,  287666,         0,            1,map3
1342358902553,  1492240,      275,   30742,  292450,         0,            1,map3
1342358902753,  1531755,      275,   31722,  299133,         0,            1,map3
1342358902953,  1563945,      275,   32192,  305224,         0,            1,map3
1342358903154,  1609376,      275,   32176,  314320,         0,            1,map3
1342358904169,  1647451,      275,   32214,  322224,         0,            1,map3
1342358904369,  1647451,      275,   32214,  322224,         0,            1,map3
1342358904379,      121,       68,      25,      16,         1,            1,map2
1342358904579,    65000,      262,     300,    5052,         0,            1,map2
1342358904780,   129396,      262,    1012,    6465,         0,            1,map2
1342358904980,   194560,      262,    2748,    9961,         0,            1,map2
1342358905180,   260000,      262,    4502,   14378,         0,            1,map2
1342358905386,   316560,      262,    6829,   17784,         0,            1,map2
1342358905586,   380045,      262,    8683,   21275,         0,            1,map2
1342358905786,   446570,      262,   10894,   24627,         0,            1,map2
1342358905986,   496984,      262,   11668,   28662,         0,            1,map2
1342358906186,   560249,      262,   14303,   31712,         0,            1,map2
1342358906386,   622619,      262,   15395,   35748,         0,            1,map2
1342358906586,   668736,      262,   16365,   39569,         0,            1,map2
1342358906787,   735000,      262,   16743,   43631,         0,            1,map2
1342358907029,   787080,      262,   17566,   47202,         0,            1,map2
1342358907229,   850573,      262,   18689,   50196,         0,            1,map2
1342358907430,   917913,      262,   20538,   53655,         0,            1,map2
1342358907630,   961742,      262,   20720,   55561,         0,            1,map2
