time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342356268765,        0,        0,       1,      -1,         3,            1,map1
1342356268965,     1630,      212,     130,     382,         0,            1,map1
1342356269166,     3397,      212,     108,     745,         0,            1,map1
1342356269366,     7146,      212,      85,    1160,         0,            1,map1
1342356269574,     9955,      212,      15,    1455,         0,            1,map1
1342356269774,    10346,      212,       0,    1491,         0,            1,map1
1342356269780,        0,        0,       0,       0,        51,            1,map10
1342356269980,     1309,     1067,     339,     360,         0,            0,map10
1342356270180,     2417,     1067,     529,     675,         0,            0,map10
1342356270380,     3201,     1067,     672,     865,         0,            0,map10
1342356270580,     4222,     1067,     823,    1106,         0,            0,map10
1342356270780,     5399,     1067,    1005,    1349,         0,            0,map10
1342356270800,        0,        0,       0,       0,         4,            1,map2
1342356271000,    17872,      266,     705,    2120,         0,            1,map2
1342356271200,    39856,      266,     587,    4502,         0,            1,map2
1342356271400,    82189,      266,     174,    8702,         0,            1,map2
1342356271600,   124371,      266,    2147,   12112,         0,            1,map2
1342356271800,   162837,      266,    4746,   14838,         0,            1,map2
1342356271804,        0,        0,       1,      -1,         4,            1,map3
1342356272004,    44047,      275,    3296,   13593,         0,            1,map3
1342356272205,    73077,      275,    5502,   21068,         0,            1,map3
1342356272405,   103446,      275,    6525,   29657,         0,            1,map3
1342356272605,   150648,      275,    9132,   40249,         0,            1,map3
1342356272806,   171152,      275,    9962,   45650,         0,            1,map3
1342356272815,     1084,      561,      97,     323,         0,            1,map4
1342356273025,    44924,      575,    4608,   13927,         0,            1,map4
1342356273225,    63291,      575,    7041,   19252,         0,            1,map4
1342356273425,   109029,      575,   12399,   32594,         0,            1,map4
1342356273868,   121903,      575,   13899,   35893,         0,            1,map4
1342356274068,   121903,      575,   13900,   35893,         0,            1,map4
1342356274074,       69,      385,      41,      -1,         1,            1,map5
1342356274274,    15106,      385,    2822,    2065,         1,            1,map5
1342356274474,    29463,      385,    4990,    4189,         1,            1,map5
1342356274676,    45331,      389,    7259,    6646,         1,            1,map5
1342356274876,    59801,      389,    9187,    8577,         1,            1,map5
1342356275077,    75126,      389,   11250,   11241,         1,            1,map5
1342356275080,        0,        0,       1,      -1,        17,            1,map6
1342356275280,    22950,      337,    1816,    3070,         1,            1,map6
1342356275480,    48717,      337,    1827,    6624,         1,            1,map6
1342356275695,    79587,      337,    1989,    8468,         1,            1,map6
1342356275895,   109983,      337,    1969,   12210,         1,            1,map6
1342356276095,   134986,      337,    2438,   13919,         1,            1,map6
1342356276098,        0,        0,       1,      -1,        12,            1,map7
1342356276312,    34210,      869,    4609,    3432,         0,            1,map7
1342356276512,    80279,      869,    8402,    7526,         0,            1,map7
1342356276712,   112370,      869,   10868,    9503,         0,            1,map7
1342356277051,   140980,      869,   13511,   10939,         0,            1,map7
1342356277251,   152031,      869,   14143,   11955,         0,            1,map7
1342356277256,        2,       22,       2,      -1,        27,            1,map8
1342356277499,    34183,      589,    7631,    -593,         0,            0,map8
1342356277699,    47476,      589,   10943,    -785,         0,            0,map8
1342356277903,    54225,      589,   12044,   -1045,         0,            0,map8
1342356278103,    64302,      589,   12610,    1449,         0,            0,map8
1342356278304,    72499,      589,   12818,    4230,         0,            0,map8
1342356278311,        0,        0,       0,       0,        43,            0,map9
1342356278511,    15184,      819,    5849,   -1543,         1,            1,map9
1342356278716,    27961,      819,   10331,   -2212,         1,            1,map9
1342356278917,    40739,      833,   15022,   -3454,         1,            1,map9
1342356279117,    51845,      833,   19211,   -5109,         1,            1,map9
1342356279317,    65280,      833,   24169,   -6956,         1,            1,map9

