time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342354455157, 66      ,210      ,7       ,13      ,0         ,1            ,map1
1342354455382, 1702    ,210      ,127     ,360     ,0         ,1            ,map1
1342354455610, 10457   ,212      ,87      ,1360    ,0         ,1            ,map1
1342354455810, 11947   ,212      ,0       ,1553    ,0         ,1            ,map1
1342354455857, 235     ,986      ,161     ,10      ,3         ,0            ,map10
1342354456099, 2079    ,986      ,1042    ,-7      ,3         ,0            ,map10
1342354456598, 2472    ,986      ,1251    ,6       ,3         ,0            ,map10
1342354456991, 2472    ,986      ,1252    ,6       ,3         ,0            ,map10
1342354457033, 3433    ,68       ,400     ,76      ,1         ,1            ,map2
1342354457307, 7950    ,68       ,482     ,315     ,1         ,1            ,map2
1342354457624, 15000   ,83       ,1119    ,404     ,0         ,0            ,map2
1342354457987, 18671   ,83       ,1414    ,629     ,0         ,0            ,map2
1342354458200, 19400   ,83       ,1475    ,652     ,0         ,0            ,map2
1342354458250, 2111    ,275      ,295     ,474     ,0         ,1            ,map3
1342354458516, 12199   ,275      ,1134    ,3584    ,0         ,1            ,map3
1342354458727, 18676   ,275      ,1481    ,5657    ,0         ,1            ,map3
1342354458941, 27453   ,275      ,2010    ,8330    ,0         ,1            ,map3
1342354459181, 33501   ,275      ,2402    ,10102   ,0         ,1            ,map3
1342354459381, 34780   ,275      ,2540    ,10371   ,0         ,1            ,map3
1342354459426, 1709    ,575      ,249     ,585     ,0         ,1            ,map4
1342354459748, 8018    ,575      ,1326    ,2535    ,0         ,1            ,map4
1342354459967, 15283   ,575      ,2420    ,4844    ,0         ,1            ,map4
1342354460184, 21326   ,575      ,3112    ,6749    ,0         ,1            ,map4
1342354460442, 30239   ,575      ,4128    ,9207    ,0         ,1            ,map4
1342354460566, 1365    ,353      ,494     ,7       ,3         ,1            ,map5
1342354460801, 3869    ,353      ,1163    ,0       ,3         ,1            ,map5
1342354461057, 7485    ,353      ,1940    ,117     ,3         ,1            ,map5
1342354461301, 13518   ,1301     ,2590    ,1969    ,0         ,1            ,map5
1342354461583, 17176   ,1301     ,2909    ,3236    ,0         ,1            ,map5
1342354461596, 163     ,337      ,68      ,0       ,1         ,1            ,map6
1342354461828, 5403    ,337      ,915     ,294     ,1         ,1            ,map6
1342354462089, 12358   ,337      ,938     ,1453    ,1         ,1            ,map6
1342354462334, 19636   ,337      ,938     ,3133    ,1         ,1            ,map6
1342354462596, 26729   ,337      ,945     ,4766    ,1         ,1            ,map6
1342354462619, 0       ,0        ,0       ,0       ,12        ,1            ,map7
1342354462855, 7251    ,869      ,1096    ,731     ,0         ,1            ,map7
1342354463108, 15494   ,869      ,2089    ,1453    ,0         ,1            ,map7
1342354463341, 23947   ,869      ,2967    ,2180    ,0         ,1            ,map7
1342354463563, 32135   ,869      ,3940    ,2598    ,0         ,1            ,map7
1342354463794, 34827   ,869      ,4236    ,2815    ,0         ,1            ,map7
1342354463848, 1239    ,397      ,510     ,-7      ,10        ,0            ,map8
1342354464113, 4551    ,506      ,1847    ,-276    ,3         ,0            ,map8
1342354464383, 8492    ,575      ,2756    ,-124    ,0         ,0            ,map8
1342354464659, 12731   ,575      ,3481    ,-18     ,0         ,0            ,map8
1342354464877, 15000   ,575      ,3895    ,-8      ,0         ,0            ,map8
1342354464931, 639     ,714      ,313     ,7       ,11        ,0            ,map9
1342354465174, 2761    ,714      ,1175    ,-254    ,11        ,0            ,map9
1342354465442, 4392    ,714      ,1875    ,-303    ,11        ,0            ,map9
1342354465740, 6461    ,714      ,2703    ,-457    ,11        ,0            ,map9
1342354465945, 7897    ,714      ,3259    ,-541    ,11        ,0            ,map9

