time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342356438703,        0,        0,       0,       0,         3,            1,map1
1342356438903,     1346,      212,     123,     311,         0,            1,map1
1342356439103,     3793,      212,     107,     794,         0,            1,map1
1342356439303,     6590,      212,      89,    1123,         0,            1,map1
1342356439503,    10337,      212,       3,    1488,         0,            1,map1
1342356439703,    10346,      212,       0,    1491,         0,            1,map1
1342356439708,        0,        0,       0,       0,        51,            1,map10
1342356439909,     1139,     1067,     304,     302,         0,            0,map10
1342356440125,     2097,     1067,     477,     603,         0,            0,map10
1342356440325,     3267,     1067,     684,     878,         0,            0,map10
1342356440525,     5730,     1067,    1053,    1385,         0,            0,map10
1342356440726,     8089,     1067,    1392,    1635,         0,            0,map10
1342356440729,        0,        0,       0,       0,         4,            1,map2
1342356440929,    15386,      266,     679,    1709,         0,            1,map2
1342356441129,    41665,      266,     583,    4760,         0,            1,map2
1342356441329,    85642,      266,     131,    9056,         0,            1,map2
1342356441530,   125599,      266,    2171,   12164,         0,            1,map2
1342356441731,   166059,      266,    4897,   15039,         0,            1,map2
1342356441741,     1143,      275,      74,     312,         0,            1,map3
1342356441945,    45090,      275,    3359,   13882,         0,            1,map3
1342356442151,    77906,      275,    5639,   22590,         0,            1,map3
1342356442351,   111693,      275,    7226,   31363,         0,            1,map3
1342356442551,   161167,      275,    9662,   42823,         0,            1,map3
1342356442752,   180757,      275,   10082,   48098,         0,            1,map3
1342356442755,        0,        0,       0,       0,         8,            1,map4
1342356442955,    40559,      575,    4081,   12597,         0,            1,map4
1342356443157,    64862,      575,    7230,   19745,         0,            1,map4
1342356443360,   111596,      575,   12722,   33310,         0,            1,map4
1342356443734,   121723,      575,   13885,   35817,         0,            1,map4
1342356443934,   127137,      575,   14432,   37457,         0,            1,map4
1342356443938,        0,        0,       1,      -1,        18,            1,map5
1342356444138,    14830,      385,    2801,    2011,         1,            1,map5
1342356444338,    28726,      385,    4966,    4009,         1,            1,map5
1342356444538,    45257,      389,    7223,    6642,         1,            1,map5
1342356444747,    59973,      389,    9193,    8613,         1,            1,map5
1342356444947,    75710,      389,   11320,   11394,         1,            1,map5
1342356444950,        0,        0,       1,      -1,        17,            1,map6
1342356445162,    22399,      337,    1815,    2993,         1,            1,map6
1342356445362,    52330,      337,    1817,    7240,         1,            1,map6
1342356445562,    79789,      337,    2002,    8462,         1,            1,map6
1342356445762,   111128,      337,    2011,   12238,         1,            1,map6
1342356445962,   135261,      337,    2520,   13908,         1,            1,map6
1342356445965,        0,        0,       1,      -1,        12,            1,map7
1342356446165,    41567,      869,    5232,    4076,         0,            1,map7
1342356446370,    77103,      869,    8036,    7503,         0,            1,map7
1342356446725,   112941,      869,   10904,    9523,         0,            1,map7
1342356446925,   160000,      869,   14727,   12314,         0,            1,map7
1342356447126,   169042,      869,   15285,   13031,         0,            1,map7
1342356447130,        0,        0,       0,       0,        28,            1,map8
1342356447330,    27114,      589,    6216,    -401,         0,            0,map8
1342356447530,    44272,      589,   10254,    -752,         0,            0,map8
1342356447730,    51612,      589,   11767,    -950,         0,            0,map8
1342356447930,    60889,      589,   12596,     204,         0,            0,map8
1342356448130,    70344,      589,   12803,    3441,         0,            0,map8
1342356448145,        0,        0,       0,       0,        43,            0,map9
1342356448345,    17596,      819,    6671,   -1849,         1,            1,map9
1342356448545,    29248,      819,   10776,   -2382,         1,            1,map9
1342356448745,    43752,      833,   16110,   -3889,         1,            1,map9
1342356448977,    47899,      833,   17737,   -4376,         1,            1,map9
1342356449177,    60312,      833,   22252,   -6168,         1,            1,map9

