time         ,iter.    ,bestScore,live    ,dead
1342298818700,        0,        0,       1,      -1
1342298818900,    32769,      129,    3200,    5757
1342298819100,    96430,      129,    7893,   16741
1342298819300,   128891,      129,    9849,   21899
1342298819503,   193097,      129,   14340,   31641
1342298819703,   221126,      129,   14852,   36811
1342298819903,   287620,      129,   16322,   48292
1342298820103,   317002,      129,   17001,   53631
1342298820308,   386037,      129,   20082,   65337
1342298820510,   414875,      129,   20840,   69863
1342298820710,   478018,      129,   23575,   79475
1342298820917,   500591,      129,   24213,   82789
1342298821117,   563319,      129,   27301,   90738
1342298821942,   594127,      129,   28496,   94159
1342298822142,   659846,      129,   32050,  102585
1342298822342,   705341,      129,   33741,  109081
1342298822548,   771949,      129,   36331,  118886
1342298822748,   803389,      129,   37784,  122727
1342298822953,   865464,      129,   41502,  129594
1342298823153,   893846,      129,   42640,  132913
1342298823353,   959412,      129,   45807,  140054
1342298823553,   991690,      129,   47133,  142719
1342298823753,  1038441,      129,   48700,  147604
