time         ,iter.    ,bestScore,live    ,dead
1342348921634,        0,        0,       1,      -1
1342348921874,    42779,       43,     884,    3058
1342348922074,    97152,       43,    1160,    4405
1342348922283,   143019,       43,    1092,    4969
1342348922483,   200058,       43,    1100,    5641
1342348922683,   250043,       43,    1028,    5988
1342348922883,   305290,       43,     854,    6488
1342348923083,   357060,       43,     891,    8281
1342348923284,   412985,       43,    1127,    8635
1342348923484,   464103,       43,    1038,    8856
1342348923684,   519819,       43,    1008,   10393
1342348923884,   570494,       43,    1031,   12801
1342348924084,   624288,       43,    1040,   13113
1342348924284,   675921,       43,     977,   13560
1342348924484,   726395,       43,    1119,   13980
1342348924684,   782323,       43,    1146,   14048
1342348924884,   830233,       43,    1030,   14385
1342348925084,   886376,       43,    1124,   16757
1342348925284,   934596,       43,    1101,   17679
1342348925484,   990808,       43,    1176,   17676
1342348925684,  1038616,       43,    1149,   17945
1342348925885,  1094453,       43,    1066,   18393
1342348926085,  1141654,       43,    1121,   18524
1342348926290,  1192890,       43,    1216,   18760
1342348926490,  1240787,       43,    1181,   18825
1342348926690,  1296054,       43,    1138,   18929
1342348926890,  1340633,       43,    1241,   18842
1342348927090,  1394652,       43,    1290,   21919
1342348927295,  1439426,       43,    1311,   22080
1342348927495,  1493561,       43,    1320,   22199
1342348927711,  1544502,       43,    1384,   22169
1342348927911,  1596889,       43,    1327,   22317
1342348928111,  1640323,       43,    1381,   22335
1342348928312,  1693513,       43,    1235,   22825
1342348928515,  1732358,       43,    1435,   24098
1342348928715,  1785023,       43,    1361,   26573
1342348928943,  1833825,       43,    1344,   26897
1342348929143,  1888419,       43,    1420,   26910
1342348929356,  1937806,       43,    1432,   27040
1342348929556,  1993843,       43,    1513,   27050
1342348929777,  2040435,       43,    1578,   26989
1342348929977,  2094921,       43,    1481,   27184
1342348930181,  2142336,       43,    1426,   27266
1342348930381,  2197714,       43,    1408,   27502
1342348930592,  2243033,       43,    1476,   27886
1342348930792,  2295115,       43,    1445,   27993
1342348931001,  2343398,       43,    1429,   28089
1342348931201,  2399056,       43,    1319,   28259
1342348931401,  2447781,       43,    1317,   28301
1342348931601,  2503350,       43,    1324,   28341
1342348931808,  2551542,       43,    1285,   28400
1342348932008,  2608177,       43,    1339,   29798
1342348932235,  2657972,       43,    1326,   29933
1342348932436,  2712505,       43,    1261,   30421
1342348932656,  2763705,       43,    1629,   31165
1342348932861,  2822156,       43,    1550,   31903
1342348933062,  2872002,       43,    1664,   31898
1342348933262,  2918170,       43,    1596,   32049
1342348933463,  2975278,       43,    1675,   32487
1342348933663,  3020289,       43,    1650,   33623
1342348933863,  3076823,       43,    1611,   33720
1342348934063,  3122136,       43,    1621,   33758
1342348934263,  3172336,       43,    1600,   33887
1342348934463,  3217303,       43,    1609,   34122
1342348934663,  3270397,       43,    1698,   35099
1342348934863,  3314341,       43,    1603,   36706
1342348935063,  3368098,       43,    1639,   36670
1342348935263,  3411186,       43,    1578,   36731
1342348935463,  3468160,       43,    1463,   37032
1342348935663,  3510483,       43,    1464,   37154
1342348935864,  3565550,       43,    1568,   37243
1342348936076,  3612598,       43,    1657,   37184
1342348936276,  3669218,       43,    1619,   37238
1342348936509,  3720455,       43,    1573,   37377
1342348936709,  3753542,       43,    1549,   37522
