time         ,iter.    ,bestScore,live    ,dead
1342299020409,        0,        0,       0,       0
1342299020609,    85742,       21,   10395,   -2017
1342299020810,   129362,       21,   15307,   -4447
1342299021011,   211950,       21,   23856,   -9522
1342299021212,   263150,       21,   29410,  -13041
1342299021412,   350827,       21,   38253,  -19379
1342299021612,   401626,       21,   43726,  -23373
1342299021812,   487185,       21,   53154,  -30413
1342299022012,   536573,       21,   58216,  -34549
1342299022212,   606588,       21,   66113,  -40856
1342299022412,   654521,       21,   70829,  -44523
1342299022612,   740993,       21,   79616,  -51797
1342299022849,   786567,       21,   84319,  -55741
1342299023049,   874516,       21,   93453,  -63487
1342299023249,   917862,       21,   97989,  -67205
1342299023449,  1004112,       21,  107559,  -75475
1342299023650,  1050502,       21,  112681,  -80043
1342299023850,  1138826,       21,  121639,  -87762
1342299024057,  1185167,       21,  125936,  -91295
1342299024262,  1274167,       21,  135526,  -99868
1342299025078,  1318966,       21,  140104, -103972
1342299025278,  1406925,       21,  148673, -111613
1342299025478,  1454235,       21,  153537, -115973
