time         ,iter.    ,bestScore,live    ,dead
1342299119878,        0,        0,       1,      -1
1342299120078,    61730,       61,    1710,   12334
1342299120314,   126428,       61,    2042,   21759
1342299120522,   202841,       61,    2809,   32772
1342299120727,   253119,       61,    3467,   38603
1342299120991,   325597,       61,    4060,   47711
1342299121191,   399856,       61,    4351,   55011
1342299121392,   446286,       61,    4351,   60732
1342299121592,   520730,       61,    4508,   67539
1342299121792,   569220,       63,    4546,   70654
1342299122083,   632261,       63,    4324,   72906
1342299122283,   707031,       63,    3844,   76159
1342299122483,   750860,       63,    2926,   78913
1342299122683,   817905,       63,     943,   83035
1342299122883,   842612,       63,       0,   84598
