time         ,iter.    ,bestScore,live    ,dead
1342348885917,        0,        0,       1,      -1
1342348886124,    35237,       44,    1927,   -1486
1342348886324,    95841,       44,    4468,   -4027
1342348886524,   144624,       44,    5669,   -5228
1342348886724,   207100,       44,    7496,   -7055
1342348887671,   264717,       44,    9233,   -8793
1342348887872,   324771,       44,   11354,  -10914
1342348888072,   382510,       44,   13042,  -12602
1342348888272,   436078,       44,   15226,  -14785
1342348888478,   499435,       44,   17009,  -16568
1342348888678,   557834,       44,   18062,  -17621
1342348888878,   621341,       44,   19570,  -19129
1342348889078,   679555,       44,   21020,  -20579
1342348889279,   736127,       44,   22317,  -21876
1342348889479,   800183,       44,   23679,  -23238
1342348889679,   856696,       44,   25160,  -24719
1342348889892,   918973,       44,   26844,  -26403
1342348890092,   982469,       44,   27830,  -27389
1342348890292,  1035850,       44,   29252,  -28811
1342348890497,  1100000,       44,   31010,  -30569
1342348890697,  1150263,       44,   32486,  -32045
1342348890899,  1215457,       44,   33295,  -32854
1342348891099,  1270804,       44,   33882,  -33441
1342348891323,  1326833,       44,   34608,  -34167
1342348891523,  1386319,       44,   36932,  -36491
1342348891723,  1432819,       44,   37981,  -37540
1342348891923,  1496139,       44,   39311,  -38870
1342348892123,  1548042,       44,   40468,  -40027
1342348892323,  1611746,       44,   41413,  -40972
1342348892523,  1664116,       44,   42728,  -42287
1342348892723,  1726622,       44,   43987,  -43546
1342348892923,  1770508,       44,   44930,  -44489
1342348893123,  1834220,       44,   46167,  -45726
1342348893324,  1885018,       44,   47418,  -46976
1342348893524,  1948280,       44,   48385,  -47944
1342348893724,  1996158,       44,   49203,  -48762
1342348893926,  2060044,       44,   50183,  -49742
1342348894127,  2097310,       44,   50902,  -50461
1342348894327,  2158947,       44,   51974,  -51533
1342348894527,  2212020,       44,   52862,  -52422
1342348894727,  2275000,       44,   53978,  -53537
1342348894927,  2329320,       44,   54476,  -54035
1342348895127,  2392843,       44,   54804,  -54363
1342348895328,  2448406,       44,   55742,  -55302
1342348895528,  2511703,       44,   56783,  -56342
1342348895731,  2567880,       44,   58288,  -57847
1342348895935,  2624420,       44,   59996,  -59555
1342348896135,  2687802,       44,   61565,  -61124
1342348896335,  2740564,       44,   62923,  -62482
1342348896536,  2802720,       44,   64029,  -63588
1342348896736,  2858283,       44,   65133,  -64691
1342348896936,  2921464,       44,   66140,  -65698
1342348897136,  2972281,       44,   67225,  -66783
1342348897336,  3033821,       44,   68515,  -68073
1342348897536,  3084078,       44,   69888,  -69446
1342348897736,  3145053,       44,   71967,  -71525
1342348897937,  3190908,       44,   73819,  -73377
1342348898137,  3253183,       44,   75124,  -74682
1342348898337,  3303593,       44,   76305,  -75863
1342348898557,  3370842,       44,   77863,  -77420
1342348898757,  3420386,       44,   78762,  -78321
1342348898957,  3481155,       44,   80453,  -80011
1342348899157,  3528755,       44,   81673,  -81231
1342348899357,  3590817,       44,   82951,  -82509
1342348899557,  3637143,       44,   83857,  -83415
1342348899757,  3697623,       44,   85448,  -85006
1342348899957,  3747515,       44,   86175,  -85733
1342348900157,  3810153,       44,   87342,  -86900
1342348900358,  3862115,       44,   88329,  -87887
1342348900558,  3925000,       44,   89299,  -88857
1342348900758,  3976909,       44,   90242,  -89800
1342348900958,  4028069,       44,   90728,  -90286
