time         ,iter.    ,bestScore,live    ,dead
1342298770207,        0,        0,       1,      -1
1342298770407,    35328,      136,     814,    8229
1342298770608,    83396,      136,    1120,   17506
1342298770808,   141402,      136,    1185,   29186
1342298771008,   180313,      136,    1288,   35054
1342298771210,   240000,      136,    1270,   42420
1342298771420,   282551,      136,     964,   48362
1342298771697,   337601,      136,     916,   56451
1342298771897,   398350,      136,     590,   63452
1342298772097,   410157,      136,       0,   64599
