time         ,iter.    ,bestScore,live    ,dead
1342345597770,        0,        0,       1,      -1
1342345597970,    49329,       21,     392,    4466
1342345598170,   110804,       21,     352,    6068
1342345598370,   158843,       21,     304,    6764
1342345598570,   220636,       21,     321,    8946
1342345598770,   267444,       21,     282,    9631
1342345598970,   329581,       21,     296,   10233
1342345599170,   375071,       21,     351,   12740
1342345599370,   435667,       21,     391,   15273
1342345599570,   476418,       21,     364,   16134
1342345599770,   537648,       21,     428,   17991
1342345599970,   581727,       21,     491,   19803
1342345600170,   646016,       21,     467,   20366
1342345600371,   691612,       21,     439,   20848
1342345600571,   753348,       21,     401,   21096
1342345600771,   800835,       21,     428,   21227
1342345600971,   859909,       21,     500,   22705
1342345601171,   901994,       21,     489,   23458
1342345601371,   957592,       21,     525,   23590
1342345601571,   996037,       21,     474,   23969
1342345601771,  1052837,       21,     470,   24089
1342345601971,  1097324,       21,     420,   24494
1342345602171,  1157848,       21,     261,   25306
1342345602372,  1205048,       21,     319,   26825
1342345602612,  1260093,       21,     319,   27231
1342345602812,  1320170,       21,     309,   27571
1342345603012,  1367455,       21,     327,   27649
1342345603212,  1427452,       21,     339,   27748
1342345603412,  1477211,       21,     342,   27812
1342345603613,  1537571,       21,     300,   27882
1342345603813,  1583832,       21,     300,   28819
1342345604014,  1641783,       21,     341,   29166
1342345604214,  1689621,       21,     327,   29387
1342345604414,  1747764,       21,     303,   29513
1342345604614,  1798810,       21,     262,   29671
1342345604825,  1853143,       21,     216,   29761
1342345605025,  1913097,       21,     203,   30625
1342345605225,  1965094,       21,     208,   30620
1342345605425,  2021845,       21,     209,   30691
1342345605625,  2075204,       21,     218,   30721
1342345605825,  2134379,       21,     215,   30774
1342345606025,  2185778,       21,     261,   31115
1342345606225,  2244540,       21,     251,   31185
1342345606425,  2295320,       21,     378,   31597
1342345606664,  2356625,       21,     404,   31611
1342345606864,  2416602,       21,     410,   31659
1342345607064,  2466237,       21,     384,   31732
1342345607264,  2526736,       21,     357,   31758
1342345607464,  2576178,       21,     364,   31753
1342345607667,  2637185,       21,     353,   31782
1342345607867,  2682832,       21,     336,   31842
1342345608067,  2741826,       21,     322,   31891
1342345608267,  2789383,       21,     340,   31875
1342345608467,  2845955,       21,     336,   32548
1342345608667,  2890362,       21,     345,   32542
1342345608868,  2947790,       21,     364,   33230
1342345609068,  2991037,       21,     368,   33345
1342345609268,  3050775,       21,     365,   33350
1342345609468,  3095000,       21,     370,   33416
1342345609668,  3153979,       21,     320,   33490
1342345609868,  3200514,       21,     419,   35481
1342345610068,  3260140,       21,     427,   36556
1342345610268,  3303785,       21,     375,   36970
1342345610468,  3363423,       21,     323,   37153
1342345610668,  3409336,       21,     301,   37177
1342345610868,  3469387,       21,     248,   37230
1342345611068,  3517031,       21,     345,   37260
1342345611268,  3579438,       21,     420,   37203
1342345611468,  3623895,       21,     416,   37207
1342345611668,  3682597,       21,     365,   37294
1342345611869,  3732507,       21,     381,   37299
1342345612069,  3792663,       21,     390,   37299
1342345612269,  3842381,       21,     371,   37320
1342345612469,  3900247,       21,     375,   37316
1342345612669,  3950262,       21,     379,   37314
1342345612869,  3980115,       21,     380,   37313
