time         ,iter.    ,bestScore,live    ,dead
1342345519163,        0,        0,       0,       0
1342345519363,     9900,      418,    1605,    1257
1342345519563,    43683,      418,    4723,    3501
1342345519806,    73170,      420,    7312,    5145
1342345520006,   135775,      424,   11044,    8499
1342345520327,   151200,      424,   11790,    9558
1342345520527,   213380,      424,   14505,   13557
1342345520727,   263417,      424,   16965,   17389
1342345520959,   312962,      424,   18789,   20440
1342345521159,   374748,      424,   21648,   24683
1342345521359,   415000,      424,   23110,   26760
1342345521559,   477063,      424,   25242,   30234
1342345521919,   480647,      424,   25445,   30315
1342345522119,   543510,      424,   28631,   33243
1342345522319,   592581,      424,   30417,   35854
1342345522519,   654758,      424,   33223,   38511
1342345522720,   695858,      424,   35089,   39718
1342345522954,   750477,      424,   36182,   42961
1342345523154,   813821,      424,   38238,   44051
1342345523354,   847856,      424,   39871,   45717
1342345523554,   909978,      424,   42765,   46589
1342345523761,   954360,      424,   44073,   48178
1342345523961,  1015977,      424,   45821,   50243
1342345524606,  1041676,      424,   46707,   50828
1342345524806,  1103606,      424,   48449,   53076
1342345525007,  1143535,      426,   49887,   53816
1342345525207,  1207129,      426,   51358,   56127
1342345525414,  1248603,      426,   52094,   58583
1342345525614,  1310167,      426,   53317,   61574
1342345525814,  1347557,      426,   54129,   64290
1342345526014,  1411496,      426,   55433,   67380
1342345526257,  1455347,      426,   55808,   69066
1342345526457,  1519195,      426,   56648,   71805
1342345526673,  1563514,      426,   56566,   74301
1342345526873,  1628938,      426,   57878,   76236
1342345527817,  1671752,      426,   59220,   77455
1342345528017,  1735439,      426,   60841,   80049
1342345528220,  1782649,      426,   61560,   81955
1342345528420,  1845041,      426,   62908,   85081
1342345528642,  1890837,      426,   63807,   86262
1342345528842,  1954033,      426,   63977,   90931
1342345529082,  2002434,      426,   64045,   94889
1342345529282,  2069482,      426,   64429,   98877
1342345529528,  2116398,      426,   64918,  100964
1342345529728,  2181368,      426,   65010,  104676
1342345529978,  2230631,      426,   65121,  107265
1342345530178,  2293757,      426,   66171,  109984
1342345530422,  2343201,      426,   67424,  111024
1342345530622,  2406497,      426,   68289,  114312
1342345531767,  2457390,      426,   68577,  116936
1342345531967,  2520486,      426,   68814,  120898
1342345532184,  2573569,      426,   69087,  123335
1342345532385,  2637793,      426,   69934,  125305
1342345532678,  2688434,      426,   70128,  127792
1342345532878,  2756181,      426,   70179,  131027
1342345533110,  2808077,      426,   70178,  132264
1342345533310,  2876200,      426,   70210,  134283
1342345533535,  2925602,      426,   70419,  136883
1342345533735,  2991447,      426,   70676,  139356
1342345533976,  3043018,      426,   70557,  142880
1342345534176,  3105000,      426,   70632,  146195
