time         ,iter.    ,bestScore,live    ,dead
1342298757615,        0,        0,       0,       0
1342298757824,    12614,      400,    2234,    1174
1342298758064,    37426,      418,    4714,    4540
1342298758264,    79487,      418,    6969,   11382
1342298758464,   105076,      418,    8673,   15073
1342298758664,   146605,      418,   10724,   20586
1342298758869,   177942,      418,   13020,   24397
1342298759069,   222104,      418,   15644,   30265
1342298759432,   233744,      418,   16404,   31914
1342298759633,   274896,      418,   18988,   36894
1342298759833,   305779,      418,   20642,   40968
1342298760035,   347919,      422,   23010,   45738
1342298760235,   376389,      424,   24353,   49356
1342298760435,   416440,      424,   25038,   54758
1342298760638,   445529,      424,   25727,   58391
1342298760838,   484057,      424,   26470,   63697
1342298761038,   511222,      426,   26568,   67856
1342298761238,   548228,      426,   26693,   73522
1342298761438,   568235,      426,   27034,   76578
1342298761638,   608465,      426,   28241,   81250
1342298762252,   632352,      426,   29444,   83721
1342298762453,   670761,      428,   29532,   88723
1342298762653,   696072,      428,   29821,   91184
