time         ,iter.    ,bestScore,live    ,dead
1342298145566,       28,       70,      14,       1
1342298145768,    12467,       83,    1333,    1018
1342298149106,    25809,       89,    2900,    1751
1342298149314,    33628,       89,    3743,    2111
1342298149514,    42438,       89,    4558,    2576
1342298152184,    49851,       89,    5358,    2726
1342298152387,    54285,       89,    5846,    2852
1342298152587,    68018,       89,    7400,    3698
1342298155298,    76751,       89,    8426,    4063
1342298157823,    78178,       89,    8549,    4128
1342298158023,    78178,       89,    8549,    4128
