time         ,iter.    ,bestScore,live    ,dead
1342299064992,        0,        0,       1,      -1
1342299065201,    39114,      128,    2268,    7389
1342299065401,    62015,      128,    2990,   12386
1342299065601,   130736,      128,    4629,   24311
1342299065801,   163968,      128,    5522,   30155
1342299066002,   233822,      128,    6491,   42662
1342299066202,   272962,      129,    7554,   48886
1342299066506,   337944,      129,    9254,   59083
1342299066706,   414139,      129,    9262,   70085
1342299066915,   456304,      129,    9432,   77321
1342299067115,   520078,      129,   10558,   86293
1342299067315,   554336,      129,   11052,   90789
1342299067515,   622236,      129,   11521,  101887
1342299067715,   645297,      129,   11705,  105565
1342299067915,   716278,      129,   12128,  116327
1342299068115,   752954,      129,   12433,  121395
1342299068397,   818241,      129,   13195,  130802
1342299068600,   883448,      129,   14601,  138559
1342299069523,   912431,      129,   15356,  142362
1342299069723,   973293,      129,   16460,  151574
1342299069923,  1021734,      129,   16917,  158535
1342299070123,  1044187,      129,   17452,  161601
