time         ,iter.    ,bestScore,live    ,dead
1342298018276,        0,        0,       0,       0
1342298018478,     5000,      121,     972,     360
1342298018680,    26487,      390,    4465,    1669
1342298018880,    55866,      410,    7353,    5139
1342298019080,    78900,      424,    8995,    8372
1342298019313,   100670,      424,    9854,   11698
1342298019513,   116315,      424,   10327,   14482
1342298019731,   139720,      424,   10971,   18156
1342298019931,   156170,      424,   11561,   20482
1342298020768,   164104,      424,   11732,   21992
1342298020968,   189332,      424,   12440,   25995
1342298021170,   199673,      424,   12600,   27500
1342298021370,   205716,      424,   12714,   28568
1342298021571,   209371,      424,   12969,   28920
1342298021775,   210573,      424,   13074,   28979
1342298021975,   213687,      424,   13230,   29337
1342298022178,   215838,      424,   13371,   29570
1342298022378,   217412,      424,   13410,   29790
1342298022578,   222781,      424,   13599,   30661
1342298022778,   227524,      424,   13901,   31215
1342298022978,   232904,      424,   14090,   32033
1342298023178,   236157,      424,   14146,   32438
1342298023378,   239831,      424,   14252,   32968
1342298023579,   247000,      424,   14373,   34075
1342298023779,   254156,      424,   14653,   34941
1342298023979,   264179,      424,   15027,   36339
1342298024271,   270212,      424,   15258,   37251
1342298024471,   285101,      424,   15662,   39205
1342298024671,   301268,      425,   16525,   41192
1342298024882,   314231,      425,   16696,   43008
1342298025294,   326686,      425,   17090,   44691
1342298025498,   326687,      425,   17091,   44690
1342298025748,   326695,      425,   17092,   44691
1342298026025,   326895,      425,   17101,   44712
1342298026363,   327270,      425,   17137,   44767
1342298026684,   327644,      425,   17167,   44800
1342298026993,   327695,      425,   17174,   44806
1342298027222,   327839,      425,   17176,   44818
1342298027422,   328019,      425,   17194,   44835
1342298027622,   329010,      425,   17216,   44954
1342298027822,   331742,      425,   17259,   45347
1342298028022,   331900,      425,   17262,   45357
1342298028253,   332356,      425,   17291,   45430
1342298028453,   332445,      425,   17293,   45428
