time         ,iter.    ,bestScore,live    ,dead
1342295170228,     1356,       83,     440,      76
1342295171436,     4138,       89,    1223,     209
1342295173804,     4254,       89,    1254,     191
1342295174944,     6421,       89,    1832,     263
1342295176085,    11011,      274,    2173,    1157
1342295177394,    15172,      274,    2233,    2043
1342295178687,    19117,      274,    2550,    2693
1342295179830,    20000,      274,    2637,    2826
1342295181065,    23722,      278,    2663,    3678
1342295182351,    23722,      278,    2663,    3678
