time         ,iter.    ,bestScore,live    ,dead
1342345818323,        0,        0,       1,      -1
1342345818523,    68337,       61,     338,   10718
1342345818723,   123102,       61,     493,   23423
1342345818971,   180236,       61,     409,   37205
1342345819175,   246844,       61,     548,   47489
1342345819375,   283850,       61,     501,   53672
1342345819575,   347645,       61,     455,   63197
1342345819775,   378953,       61,     453,   68332
1342345819975,   444467,       61,     559,   79217
1342345820175,   481753,       63,     247,   83119
1342345820376,   497312,       63,       0,   85595
