time         ,iter.    ,bestScore,live    ,dead
1342298928613,        0,        0,       0,       0
1342298928813,    52859,       22,    5763,    4615
1342298929017,   127569,       22,   12759,   10312
1342298929219,   170672,       22,   16482,   13413
1342298929419,   242147,       22,   22494,   18423
1342298929700,   304663,       22,   27704,   22308
1342298929900,   376286,       22,   33312,   26080
1342298930138,   423158,       22,   35966,   29470
1342298930338,   496270,       22,   40927,   34291
1342298930570,   541349,       22,   43824,   36573
1342298930770,   614405,       22,   49015,   39649
1342298931565,   660994,       22,   51126,   42779
1342298931765,   731817,       22,   54987,   46624
1342298931981,   778712,       22,   58618,   48604
1342298932181,   850963,       22,   63230,   51850
1342298932412,   899739,       22,   66441,   53979
1342298932612,   971482,       22,   70135,   56886
1342298932828,  1022023,       22,   72432,   59624
1342298933028,  1094593,       22,   75801,   63144
1342298933279,  1150000,       22,   78875,   64998
1342298933479,  1221527,       22,   82997,   67233
1342298933710,  1269437,       22,   85562,   68783
1342298933910,  1269437,       22,   85563,   68783
