time         ,iter.    ,bestScore,live    ,dead
1342299070326,        0,        0,       0,       0
1342299070531,    40000,      208,    2094,    7864
1342299070733,   108484,      208,    3504,   21918
1342299070933,   145863,      208,    3518,   29051
1342299071133,   216949,      208,    3839,   42354
1342299071333,   256745,      208,    4614,   48336
1342299071534,   323947,      208,    5690,   59611
1342299071735,   366782,      208,    6085,   66849
1342299072035,   436452,      208,    6886,   77468
1342299072235,   504027,      208,    7448,   88143
1342299072446,   532792,      208,    7992,   92136
1342299072646,   601188,      208,    8779,  102457
1342299072846,   638735,      208,    8827,  107831
1342299073046,   705730,      208,    9389,  116737
1342299073246,   740875,      210,    9486,  121226
1342299073446,   802654,      210,    9403,  129476
1342299073646,   839495,      210,    9097,  133561
1342299073846,   898406,      210,    8844,  138850
1342299074046,   939502,      210,    8952,  143092
1342299074246,  1006151,      210,    8889,  149923
1342299074446,  1042165,      210,    8877,  153757
1342299074647,  1108437,      210,    8874,  160541
1342299074847,  1147886,      210,    8877,  165060
1342299075047,  1209696,      210,    8880,  172749
1342299075254,  1248105,      210,    8881,  176222
1342299075454,  1270005,      210,    8864,  177949
