time         ,iter.    ,bestScore,live    ,dead
1342298095871,        0,        0,       0,       0
1342298096071,    19226,      210,     832,    4715
1342298096272,    29186,      210,     882,    6674
1342298096472,    42177,      210,     921,    9242
1342298099257,    49600,      210,     957,   10332
1342298099457,    54089,      210,    1074,   11204
1342298099662,    60462,      210,    1077,   12652
1342298099917,    74868,      210,    1739,   15167
1342298100118,    93511,      210,    2296,   18788
1342298100318,   108257,      210,    2632,   20985
1342298100573,   114205,      210,    2582,   22118
1342298100773,   119549,      210,    2537,   23144
1342298100973,   130079,      210,    2545,   24357
1342298101173,   136745,      210,    2612,   24903
1342298101375,   153316,      210,    2715,   26834
1342298101575,   173279,      210,    3275,   30114
1342298101818,   176439,      210,    3425,   30496
1342298102018,   180586,      210,    3486,   30963
1342298102218,   190485,      210,    3604,   32972
1342298102418,   208579,      210,    3613,   35202
1342298102623,   225348,      210,    3610,   37612
1342298105448,   234913,      210,    3722,   38296
1342298105648,   238925,      210,    3707,   38851
1342298105848,   250000,      210,    3856,   40186
1342298106048,   250000,      210,    3856,   40186
