time         ,iter.    ,bestScore,live    ,dead
1342345676867,     2385,       19,     178,     342
1342345677098,    38890,       19,     234,    3843
1342345677298,    94278,       19,     249,    5927
1342345677506,   135803,       19,     179,    8580
1342345677706,   190418,       19,     816,    9129
1342345677906,   240399,       19,    1040,    9408
1342345678107,   296324,       19,     840,    9983
1342345678307,   348817,       19,     609,   10254
1342345678507,   403986,       19,     614,   10355
1342345678707,   457120,       19,     708,   10488
1342345678917,   513849,       19,     612,   11827
1342345679117,   565198,       19,     629,   11977
1342345679317,   615988,       19,     820,   11786
1342345679517,   672158,       19,    1004,   11602
1342345679717,   720682,       19,    1030,   11576
1342345679917,   776938,       19,     968,   11642
1342345680118,   825534,       19,     886,   11724
1342345680318,   881567,       19,    1010,   11632
1342345680518,   930869,       19,     888,   11783
1342345680734,   987042,       19,     730,   11990
1342345680934,  1042843,       19,    1095,   11625
1342345681134,  1089905,       19,     987,   11734
1342345681334,  1145781,       19,     850,   11873
1342345681534,  1195304,       19,     851,   11969
1342345681734,  1251175,       19,     828,   12093
1342345681934,  1301950,       19,     820,   12114
1342345682134,  1357344,       19,     911,   12035
1342345682334,  1407615,       19,    1108,   12012
1342345682534,  1462015,       19,    1250,   11994
1342345682734,  1512810,       19,    1148,   12182
1342345682934,  1568476,       19,    1108,   12286
1342345683135,  1616564,       19,    1133,   12261
1342345683335,  1672536,       19,     967,   12451
1342345683537,  1717927,       19,     976,   12442
1342345683737,  1772028,       19,     984,   12434
1342345683937,  1819209,       19,    1203,   12258
1342345684139,  1874825,       19,    1170,   12362
1342345684340,  1922980,       19,    1303,   12254
1342345684540,  1978973,       19,    1100,   12490
1342345684740,  2027442,       19,    1375,   12215
1342345684940,  2084033,       19,    1288,   12305
1342345685140,  2132562,       19,    1328,   12269
1342345685340,  2188089,       19,    1213,   12390
1342345685540,  2236849,       19,    1184,   12423
1342345685740,  2292402,       19,    1171,   12436
1342345685940,  2341255,       19,    1183,   12424
1342345686141,  2397931,       19,    1378,   12229
1342345686341,  2448984,       19,    1393,   12214
1342345686541,  2504356,       19,    1315,   12292
1342345686741,  2555653,       19,    1329,   12283
1342345686953,  2613869,       19,    1366,   12253
1342345687153,  2664091,       19,    1257,   12372
1342345687353,  2719982,       19,    1237,   12392
1342345687553,  2768724,       19,    1200,   12429
1342345687753,  2823831,       19,    1011,   12630
1342345687953,  2873955,       19,    1293,   12348
1342345688158,  2930261,       19,    1368,   12273
1342345688358,  2982296,       19,    1170,   12471
1342345688558,  3037353,       19,    1186,   12484
1342345688758,  3085250,       19,    1070,   12636
1342345688958,  3140675,       19,    1123,   12583
1342345689158,  3189252,       19,    1119,   12587
1342345689359,  3244323,       19,    1527,   12454
1342345689559,  3294375,       19,    1746,   12246
1342345689759,  3351188,       19,    1671,   12419
1342345689960,  3399659,       19,    1620,   12555
1342345690160,  3455532,       19,    1619,   12657
1342345690360,  3498674,       19,    1845,   12431
1342345690566,  3556373,       19,    2067,   12220
1342345690766,  3603498,       19,    2112,   12175
1342345690967,  3659928,       19,    1968,   12343
1342345691187,  3713883,       19,    1921,   12424
1342345691387,  3769543,       19,    1883,   12490
1342345691587,  3820377,       19,    2334,   12043
1342345691787,  3869296,       19,    2221,   12155
1342345691987,  3888462,       19,    2122,   12254
